genre,danceability
flare.genre.hawaiian,0.624
flare.genre.horror punk,0.4158
flare.genre.andean,0.55904
flare.genre.russian hip hop,0.693428571429
flare.genre.detroit techno,0.661489795918
flare.genre.progressive psytrance,0.673346938776
flare.genre.comedy rock,0.632102040816
flare.genre.thai pop,0.59796
flare.genre.psychill,0.564163265306
flare.genre.orchestral,0.286184
flare.genre.tribal house,0.741020833333
flare.genre.atmospheric black metal,0.259814
flare.genre.progressive trance house,0.6258125
flare.genre.deep indian pop,0.638632653061
flare.genre.jazz trio,0.46714
flare.genre.classical performance,0.269944
flare.genre.persian pop,0.7078
flare.genre.fado,0.55336
flare.genre.classical piano,0.278619047619
flare.genre.uk hip hop,0.687040816327
flare.genre.voidgaze,0.252578
flare.genre.danish hip hop,0.727081632653
flare.genre.zouk riddim,0.6553
flare.genre.israeli rock,0.69254
flare.genre.czech rock,0.61506122449
flare.genre.swedish reggae,0.68570212766
flare.genre.exotica,0.526926
flare.genre.praise,0.45102
flare.genre.theme,0.395912
flare.genre.hungarian rock,0.49362
flare.genre.athens indie,0.49746
flare.genre.neo-trad metal,0.4003
flare.genre.dub techno,0.571265306122
flare.genre.norwegian metal,0.359591836735
flare.genre.venezuelan rock,0.6633
flare.genre.choral,0.1905
flare.genre.aggrotech,0.57156
flare.genre.neo-progressive,0.460040816327
flare.genre.turkish alternative,0.5344375
flare.genre.hungarian pop,0.614181818182
flare.genre.classic colombian pop,0.71086
flare.genre.kizomba,0.66134
flare.genre.avant-garde,0.251706
flare.genre.columbus ohio indie,0.504040816327
flare.genre.czech folk,0.593659574468
flare.genre.anime score,0.30384
flare.genre.visual kei,0.4818
flare.genre.mizrahi,0.67294
flare.genre.barnemusikk,0.62684
flare.genre.abstract beats,0.632979591837
flare.genre.italian metal,0.44686
flare.genre.popgaze,0.471265306122
flare.genre.indian folk,0.5769
flare.genre.deep latin alternative,0.628083333333
flare.genre.power-pop punk,0.39258
flare.genre.ok indie,0.542
flare.genre.deep chill,0.629229166667
flare.genre.classic turkish pop,0.54114
flare.genre.french movie tunes,0.507857142857
flare.genre.bubble trance,0.629081632653
flare.genre.goregrind,0.318244897959
flare.genre.j-indie,0.47812
flare.genre.vintage italian soundtrack,0.23449
flare.genre.melodic hard rock,0.52928
flare.genre.deep tech house,0.759104166667
flare.genre.dark cabaret,0.56524
flare.genre.shibuya-kei,0.627291666667
flare.genre.deep pop punk,0.4815
flare.genre.folkmusik,0.469044444444
flare.genre.power blues-rock,0.52154
flare.genre.rai,0.651714285714
flare.genre.p funk,0.689
flare.genre.swedish punk,0.415152173913
flare.genre.russian punk,0.62196
flare.genre.spanish reggae,0.7025
flare.genre.black thrash,0.298038
flare.genre.fidget house,0.738571428571
flare.genre.shimmer psych,0.54934
flare.genre.musica nativista,0.682
flare.genre.albanian pop,0.7189
flare.genre.horrorcore,0.66326
flare.genre.basque rock,0.474170212766
flare.genre.violin,0.2922
flare.genre.nu skool breaks,0.6434
flare.genre.melodic power metal,0.47516
flare.genre.turkish classical,0.45306122449
flare.genre.highlife,0.69886
flare.genre.belly dance,0.65026
flare.genre.string quartet,0.49123
flare.genre.classic belgian pop,0.56606122449
flare.genre.indie psych-pop,0.486714285714
flare.genre.southern gospel,0.47987755102
flare.genre.chiptune,0.48644
flare.genre.soukous,0.63988
flare.genre.lds,0.329632653061
flare.genre.instrumental post rock,0.269963265306
flare.genre.irish country,0.531244897959
flare.genre.brass band,0.60548
flare.genre.classic polish pop,0.534872340426
flare.genre.bouncy house,0.5325
flare.genre.vintage swedish pop,0.548574468085
flare.genre.timba,0.7107
flare.genre.classic peruvian pop,0.676204081633
flare.genre.renaissance,0.241914
flare.genre.acid techno,0.6598
flare.genre.norwegian gospel,0.37948
flare.genre.yugoslav rock,0.641387755102
flare.genre.dominican pop,0.70778
flare.genre.classic icelandic pop,0.606191489362
flare.genre.arab folk,0.454058333333
flare.genre.southern soul blues,0.77282
flare.genre.perth indie,0.59294
flare.genre.neue deutsche welle,0.704448979592
flare.genre.swiss rock,0.55616
flare.genre.zouk,0.66258
flare.genre.deep melodic metalcore,0.38874
flare.genre.sega,0.695020408163
flare.genre.mod revival,0.4813
flare.genre.pakistani pop,0.572489795918
flare.genre.deep soul house,0.7551
flare.genre.french folk pop,0.675354166667
flare.genre.deep christian rock,0.4625
flare.genre.c86,0.47186
flare.genre.rio de la plata,0.690708333333
flare.genre.native american,0.355653061224
flare.genre.college a cappella,0.464
flare.genre.uk dub,0.779040816327
flare.genre.jazz bass,0.52402
flare.genre.miami bass,0.86012
flare.genre.ambient idm,0.45552
flare.genre.polish reggae,0.647408163265
flare.genre.nordic folk,0.40736
flare.genre.hauntology,0.3805
flare.genre.vienna indie,0.553125
flare.genre.swamp pop,0.59726
flare.genre.modern uplift,0.495333333333
flare.genre.catalan folk,0.587541666667
flare.genre.chanson quebecois,0.51125
flare.genre.girl group,0.51716
flare.genre.brazilian composition,0.415083333333
flare.genre.digital hardcore,0.548408163265
flare.genre.hip hop tuga,0.699042553191
flare.genre.hip hop quebecois,0.673
flare.genre.deep neofolk,0.555714285714
flare.genre.vintage french electronic,0.472432653061
flare.genre.samba-enredo,0.551108695652
flare.genre.vocaloid,0.523918367347
flare.genre.italian jazz,0.43258
flare.genre.croatian pop,0.637270833333
flare.genre.spanish folk,0.53924
flare.genre.hard minimal techno,0.810102040816
flare.genre.vintage tango,0.57828
flare.genre.desert blues,0.57636
flare.genre.garage punk,0.357044
flare.genre.bounce,0.774977272727
flare.genre.hiplife,0.767208333333
flare.genre.mexican son,0.639041666667
flare.genre.german oi,0.452979591837
flare.genre.classical guitar,0.421510204082
flare.genre.drumfunk,0.559306122449
flare.genre.czech hip hop,0.67702173913
flare.genre.appalachian folk,0.582040816327
flare.genre.vietnamese pop,0.61464
flare.genre.balkan brass,0.6909
flare.genre.free improvisation,0.407340425532
flare.genre.riot grrrl,0.44824
flare.genre.rosary,0.35478
flare.genre.electronica,0.6221
flare.genre.underground latin hip hop,0.714104166667
flare.genre.karneval,0.618127659574
flare.genre.serialism,0.247475510204
flare.genre.cante flamenco,0.566978723404
flare.genre.tico,0.629
flare.genre.boogie-woogie,0.61852
flare.genre.morna,0.64862
flare.genre.ecuadoria,0.661693877551
flare.genre.traditional rock 'n roll,0.55348
flare.genre.estonian pop,0.53988
flare.genre.tin pan alley,0.44988
flare.genre.german show tunes,0.4225
flare.genre.disco polo,0.70948
flare.genre.portuguese pop,0.724804347826
flare.genre.mbalax,0.619551020408
flare.genre.harpsichord,0.271892
flare.genre.deep soundtrack,0.182254
flare.genre.polish indie,0.571183673469
flare.genre.cyber metal,0.434571428571
flare.genre.kids dance party,0.77762
flare.genre.metal guitar,0.48216
flare.genre.thrash core,0.33534
flare.genre.outsider,0.514020408163
flare.genre.full on,0.595
flare.genre.composition d,0.212808333333
flare.genre.deep liquid,0.497
flare.genre.kompa,0.64418
flare.genre.new age piano,0.34206
flare.genre.heavy alternative,0.448408163265
flare.genre.jumpstyle,0.54866
flare.genre.electropunk,0.74588
flare.genre.classic czech pop,0.546372093023
flare.genre.stomp and whittle,0.52398
flare.genre.slovak hip hop,0.690977777778
flare.genre.beats,0.71412244898
flare.genre.brutal deathcore,0.40576
flare.genre.finnish indie,0.574354166667
flare.genre.makossa,0.668693877551
flare.genre.qawwali,0.54108
flare.genre.kwaito house,0.746469387755
flare.genre.witch house,0.489151020408
flare.genre.j-ambient,0.460428571429
flare.genre.atmospheric post rock,0.3696
flare.genre.zillertal,0.656956521739
flare.genre.gothic alternative,0.46888
flare.genre.funk carioca,0.8309375
flare.genre.latvian pop,0.669085106383
flare.genre.crust punk,0.30224
flare.genre.oshare kei,0.5088125
flare.genre.blackgaze,0.276655102041
flare.genre.psych gaze,0.433448979592
flare.genre.grunge pop,0.489081632653
flare.genre.orquesta tropical,0.705387755102
flare.genre.ghazal,0.49962
flare.genre.classic venezuelan pop,0.631081632653
flare.genre.rva indie,0.4581
flare.genre.irish indie,0.5915
flare.genre.denver indie,0.53294
flare.genre.world chill,0.555244897959
flare.genre.deep gothic post-punk,0.49496
flare.genre.ethiopian pop,0.604714285714
flare.genre.deep rai,0.66052173913
flare.genre.electro dub,0.698260869565
flare.genre.traditional ska,0.6753
flare.genre.hungarian hip hop,0.696422222222
flare.genre.fake,0.65996
flare.genre.beatdown,0.36656
flare.genre.deep acoustic pop,0.557448979592
flare.genre.drone folk,0.372795918367
flare.genre.canadian hip hop,0.742836734694
flare.genre.louisville indie,0.43364
flare.genre.dirty texas rap,0.748040816327
flare.genre.neofolk,0.430102040816
flare.genre.neo-rockabilly,0.5956
flare.genre.judaica,0.50256
flare.genre.deep flow,0.672947368421
flare.genre.japanese psychedelic,0.413004
flare.genre.ragtime,0.57587755102
flare.genre.anarcho-punk,0.42232
flare.genre.workout,0.74938
flare.genre.austrian hip hop,0.614541666667
flare.genre.guidance,0.56356
flare.genre.traditional british folk,0.495265306122
flare.genre.calypso,0.62558
flare.genre.orquesta tipica,0.60568
flare.genre.swiss hip hop,0.708833333333
flare.genre.geek rock,0.676408163265
flare.genre.deep adult standards,0.5372
flare.genre.blaskapelle,0.600276595745
flare.genre.classic french pop,0.66438
flare.genre.nwothm,0.372530612245
flare.genre.deep smooth jazz,0.66006
flare.genre.deep dance pop,0.661530612245
flare.genre.dark black metal,0.272687755102
flare.genre.abstract,0.477591666667
flare.genre.tone,0.175425
flare.genre.neo-synthpop,0.60206
flare.genre.minimal melodic techno,0.720234042553
flare.genre.nerdcore,0.73908
flare.genre.ukulele,0.66062
flare.genre.kurdish folk,0.610632653061
flare.genre.ukrainian rock,0.608816326531
flare.genre.kayokyoku,0.490265306122
flare.genre.new beat,0.626354166667
flare.genre.lithumania,0.707208333333
flare.genre.modern southern rock,0.51442
flare.genre.euroska,0.559208333333
flare.genre.k-rock,0.638734693878
flare.genre.classic soundtrack,0.38532
flare.genre.zouglou,0.719183673469
flare.genre.australian indie,0.54818
flare.genre.indie emo,0.600857142857
flare.genre.lo star,0.54896
flare.genre.atmospheric post-metal,0.34644
flare.genre.broken beat,0.73438
flare.genre.acousmatic,0.292294
flare.genre.minimal wave,0.611102040816
flare.genre.solipsynthm,0.615510204082
flare.genre.swedish prog,0.407748
flare.genre.alternative americana,0.537326530612
flare.genre.darkstep,0.50506122449
flare.genre.nl folk,0.60824
flare.genre.marching band,0.476285714286
flare.genre.lounge house,0.593404255319
flare.genre.semba,0.646479166667
flare.genre.underground power pop,0.49908
flare.genre.psychedelic blues-rock,0.402104166667
flare.genre.crack rock steady,0.43284
flare.genre.vegan straight edge,0.594530612245
flare.genre.motivation,0.568333333333
flare.genre.schranz,0.742979591837
flare.genre.traditional swing,0.640770833333
flare.genre.chalga,0.739469387755
flare.genre.musiikkia lapsille,0.660434782609
flare.genre.footwork,0.63858
flare.genre.breakcore,0.544285714286
flare.genre.yoik,0.446333333333
flare.genre.leeds indie,0.486530612245
flare.genre.tribute,0.465163265306
flare.genre.funky breaks,0.750551020408
flare.genre.indian classical,0.4618125
flare.genre.didgeridoo,0.514121276596
flare.genre.classic dutch pop,0.634653061224
flare.genre.slc indie,0.46882
flare.genre.deep contemporary country,0.581510204082
flare.genre.danish indie,0.565875
flare.genre.belgian indie,0.591020833333
flare.genre.jazz brass,0.495693877551
flare.genre.deep brazilian pop,0.606106382979
flare.genre.corrosion,0.55272
flare.genre.black death,0.220324
flare.genre.japanese jazztronica,0.6179
flare.genre.electro trash,0.666020408163
flare.genre.classic afrobeat,0.65776
flare.genre.gothic americana,0.551285714286
flare.genre.slavic metal,0.398566
flare.genre.dark hardcore,0.44102173913
flare.genre.scratch,0.719551020408
flare.genre.traditional scottish folk,0.422948979592
flare.genre.hebrew pop,0.67394
flare.genre.garage punk blues,0.58514
flare.genre.hindustani classical,0.411666666667
flare.genre.indie singer-songwriter,0.49488
flare.genre.deep german punk,0.479391304348
flare.genre.deep disco,0.73044
flare.genre.electronicore,0.416795918367
flare.genre.zydeco,0.65356
flare.genre.usbm,0.18868
flare.genre.string folk,0.337489795918
flare.genre.beach music,0.653739130435
flare.genre.luk thung,0.600979591837
flare.genre.michigan indie,0.54382
flare.genre.south african jazz,0.6058
flare.genre.islamic recitation,0.424387755102
flare.genre.spanish invasion,0.569541666667
flare.genre.russian alternative,0.543020833333
flare.genre.deep orchestral,0.302240425532
flare.genre.mallet,0.600541666667
flare.genre.dark ambient,0.157265306122
flare.genre.ragga jungle,0.663541666667
flare.genre.progressive alternative,0.48728
flare.genre.fast melodic punk,0.41002173913
flare.genre.martial industrial,0.391152631579
flare.genre.deep discofox,0.637959183673
flare.genre.enka,0.477229166667
flare.genre.kwaito,0.746265306122
flare.genre.porro,0.6833
flare.genre.power violence,0.280976
flare.genre.finnish hardcore,0.424227272727
flare.genre.neurostep,0.553666666667
flare.genre.classic russian pop,0.696326530612
flare.genre.vapor house,0.653387755102
flare.genre.deep melodic hard rock,0.411367346939
flare.genre.downtempo fusion,0.57356
flare.genre.ostrock,0.550673913043
flare.genre.spanish classical,0.382765957447
flare.genre.monastic,0.231734693878
flare.genre.string band,0.5768
flare.genre.ambient psychill,0.603959183673
flare.genre.faroese pop,0.529673469388
flare.genre.musica per bambini,0.688520833333
flare.genre.rebetiko,0.597229166667
flare.genre.romanian rock,0.644446808511
flare.genre.panpipe,0.427729166667
flare.genre.afrikaans,0.6645625
flare.genre.abstract idm,0.534224489796
flare.genre.deep psychobilly,0.50956
flare.genre.ugandan pop,0.75912
flare.genre.bass trip,0.64762
flare.genre.power electronics,0.7532
flare.genre.french punk,0.456163265306
flare.genre.library music,0.500142857143
flare.genre.j-reggae,0.672347826087
flare.genre.russian folk,0.39924
flare.genre.musique pour enfants,0.688816326531
flare.genre.hard house,0.6128125
flare.genre.concert piano,0.321657142857
flare.genre.trash rock,0.4439375
flare.genre.wind ensemble,0.170428
flare.genre.deep liquid bass,0.623021276596
flare.genre.deep jazz guitar,0.449979591837
flare.genre.norwegian jazz,0.421820512821
flare.genre.neo metal,0.447040816327
flare.genre.gospel reggae,0.66
flare.genre.traditional soul,0.52364
flare.genre.persian traditional,0.45002
flare.genre.coupe decale,0.715816326531
flare.genre.italian progressive rock,0.431489795918
flare.genre.manele,0.769765957447
flare.genre.magyar,0.556931818182
flare.genre.melodic progressive metal,0.369152173913
flare.genre.japanoise,0.369195918367
flare.genre.bay area hip hop,0.70636
flare.genre.german ccm,0.489782608696
flare.genre.bossa nova jazz,0.6196875
flare.genre.deep opera,0.236804444444
flare.genre.greek indie,0.650530612245
flare.genre.consort,0.262508163265
flare.genre.chaotic black metal,0.220939583333
flare.genre.classic schlager,0.579456521739
flare.genre.rap metalcore,0.57186
flare.genre.slam death metal,0.356208333333
flare.genre.deep ambient,0.157006
flare.genre.nz indie,0.520916666667
flare.genre.polyphony,0.225504081633
flare.genre.deep progressive trance,0.624208333333
flare.genre.galego,0.508958333333
flare.genre.indie fuzzpop,0.55206122449
flare.genre.experimental psych,0.419614
flare.genre.iskelma,0.455553191489
flare.genre.italian folk,0.599
flare.genre.tekno,0.639
flare.genre.shanty,0.67712
flare.genre.dark psytrance,0.601022222222
flare.genre.breton folk,0.403613636364
flare.genre.jig and reel,0.476612244898
flare.genre.military band,0.702020833333
flare.genre.technical brutal death metal,0.399489795918
flare.genre.armenian folk,0.60744
flare.genre.gamecore,0.50554
flare.genre.tzadik,0.292129166667
flare.genre.neo-pagan,0.52148
flare.genre.go-go,0.63193877551
flare.genre.deep folk metal,0.386104166667
flare.genre.contemporary composition,0.30915
flare.genre.deep canadian indie,0.523
flare.genre.liturgical,0.19092244898
flare.genre.speedcore,0.487630434783
flare.genre.depressive black metal,0.324169387755
flare.genre.accordion,0.521553191489
flare.genre.skinhead reggae,0.751642857143
flare.genre.bulgarian rock,0.673829787234
flare.genre.harp,0.424130434783
flare.genre.ambient fusion,0.623729166667
flare.genre.funeral doom,0.322777272727
flare.genre.pipe band,0.2923
flare.genre.remix,0.586959183673
flare.genre.screamocore,0.344081632653
flare.genre.danish jazz,0.419428571429
flare.genre.future ambient,0.542020833333
flare.genre.deep soft rock,0.620489795918
flare.genre.spoken word,0.6052
flare.genre.klezmer,0.550833333333
flare.genre.j-core,0.47885106383
flare.genre.deep german indie,0.581142857143
flare.genre.minimal dubstep,0.636875
flare.genre.deep sunset lounge,0.565522727273
flare.genre.bemani,0.414469387755
flare.genre.indorock,0.528958333333
flare.genre.flick hop,0.586145833333
flare.genre.indie shoegaze,0.3581875
flare.genre.vintage chanson,0.438744680851
flare.genre.greek house,0.750255319149
flare.genre.punta,0.685469387755
flare.genre.doujin,0.5102
flare.genre.corsican folk,0.523425531915
flare.genre.nepali,0.383668
flare.genre.screamo punk,0.320202
flare.genre.ghettotech,0.719102040816
flare.genre.west african jazz,0.6306875
flare.genre.college marching band,0.565
flare.genre.kuduro,0.7544
flare.genre.neo-industrial rock,0.502
flare.genre.greek hip hop,0.718541666667
flare.genre.barbershop,0.492668
flare.genre.jazz orchestra,0.511571428571
flare.genre.benga,0.643163265306
flare.genre.brass ensemble,0.388285416667
flare.genre.stl indie,0.475265306122
flare.genre.deep happy hardcore,0.5405625
flare.genre.hard glam,0.455448979592
flare.genre.blues-rock guitar,0.517234042553
flare.genre.mantra,0.591391304348
flare.genre.british dance band,0.531933333333
flare.genre.guitar case,0.499571428571
flare.genre.african percussion,0.767833333333
flare.genre.dallas indie,0.546574468085
flare.genre.geek folk,0.57522
flare.genre.carnatic,0.490065217391
flare.genre.deep darkpsy,0.553755555556
flare.genre.triangle indie,0.36962
flare.genre.cumbia funk,0.674541666667
flare.genre.thrash-groove metal,0.480304347826
flare.genre.outer hip hop,0.618586956522
flare.genre.throat singing,0.414383333333
flare.genre.swedish pop punk,0.347044444444
flare.genre.sinhala,0.647319148936
flare.genre.dark minimal techno,0.721777777778
flare.genre.chinese traditional,0.38332
flare.genre.deep deep house,0.790826086957
flare.genre.italian punk,0.480386363636
flare.genre.unblack metal,0.333365957447
flare.genre.deep vocal jazz,0.592191489362
flare.genre.cornetas y tambores,0.397239130435
flare.genre.jug band,0.597666666667
flare.genre.indie pop rock,0.528918367347
flare.genre.power noise,0.56952173913
flare.genre.capoeira,0.678489361702
flare.genre.commons,0.567574468085
flare.genre.post-disco soul,0.748541666667
flare.genre.halloween,0.54075
flare.genre.contemporary folk,0.486428571429
flare.genre.finnish jazz,0.544659090909
flare.genre.chinese indie rock,0.547723404255
flare.genre.byzantine,0.208320408163
flare.genre.zim,0.690456521739
flare.genre.black sludge,0.271642857143
flare.genre.vintage jazz,0.650285714286
flare.genre.dubsteppe,0.733723404255
flare.genre.deep psytrance,0.704571428571
flare.genre.street punk,0.384565217391
flare.genre.breaks,0.693744680851
flare.genre.drama,0.621458333333
flare.genre.abstractro,0.289391836735
flare.genre.deep new wave,0.611291666667
flare.genre.gospel blues,0.5750625
flare.genre.light music,0.304114893617
flare.genre.deep southern soul,0.608734693878
flare.genre.deep indie rock,0.579265306122
flare.genre.mexican traditional,0.683163265306
flare.genre.gothic post-punk,0.536775510204
flare.genre.cajun,0.5835
flare.genre.northern irish indie,0.53385106383
flare.genre.british brass band,0.29744893617
flare.genre.deep indie singer-songwriter,0.587934782609
flare.genre.noise punk,0.304289583333
flare.genre.traditional funk,0.545893617021
flare.genre.polish jazz,0.363574468085
flare.genre.baroque ensemble,0.3761
flare.genre.deep ragga,0.787369565217
flare.genre.demoscene,0.505130434783
flare.genre.japanese traditional,0.377694
flare.genre.deep downtempo fusion,0.638583333333
flare.genre.heavy gothic rock,0.459020833333
flare.genre.bangla,0.601553191489
flare.genre.covertrance,0.646886363636
flare.genre.deep vocal house,0.692311111111
flare.genre.deep freestyle,0.6654375
flare.genre.classical organ,0.182685106383
flare.genre.deep full on,0.578636363636
flare.genre.makina,0.639787234043
flare.genre.c64,0.565666666667
flare.genre.spytrack,0.536367346939
flare.genre.classical flute,0.392163265306
flare.genre.musique concrete,0.252553191489
flare.genre.grim death metal,0.275130434783
flare.genre.polka,0.649897959184
flare.genre.slash punk,0.48870625
flare.genre.muziek voor kinderen,0.641423076923
flare.genre.deep jazz fusion,0.511804347826
flare.genre.classic eurovision,0.6274
flare.genre.chamber choir,0.18283125
flare.genre.skiffle,0.603404255319
flare.genre.poetry,0.659770833333
flare.genre.deep funk house,0.829510638298
flare.genre.fallen angel,0.450645833333
flare.genre.electroacoustic improvisation,0.294895348837
flare.genre.steelpan,0.77656
flare.genre.belorush,0.530063829787
flare.genre.fussball,0.535367346939
flare.genre.oratory,0.606127659574
flare.genre.deep east coast hip hop,0.777469387755
flare.genre.grisly death metal,0.307471428571
flare.genre.traditional reggae,0.772627906977
flare.genre.spanish indie rock,0.378916666667
flare.genre.sunset lounge,0.66711627907
flare.genre.early music ensemble,0.460326086957
flare.genre.contemporary classical,0.2612
flare.genre.lowercase,0.216284444444
flare.genre.punk ska,0.49444
flare.genre.deep progressive house,0.719733333333
flare.genre.indian rock,0.558875
flare.genre.clarinet,0.420736842105
flare.genre.deep jazz piano,0.446468085106
flare.genre.deep melodic death metal,0.346252
flare.genre.hardcore breaks,0.62197826087
flare.genre.skinhead oi,0.409304347826
flare.genre.vintage swing,0.647282608696
flare.genre.hatecore,0.3785
flare.genre.glitch beats,0.4986
flare.genre.villancicos,0.669555555556
flare.genre.deep classic garage rock,0.484680851064
flare.genre.deep indie pop,0.554340425532
flare.genre.neo soul-jazz,0.634170212766
flare.genre.deep pop emo,0.453755555556
flare.genre.traditional rockabilly,0.575340425532
flare.genre.deep nordic folk,0.291895744681
flare.genre.klapa,0.577511111111
flare.genre.deep swedish rock,0.424346938776
flare.genre.crossover prog,0.409577777778
flare.genre.football,0.519270833333
flare.genre.organic ambient,0.409991489362
flare.genre.soda pop,0.489897959184
flare.genre.deep chill-out,0.563391304348
flare.genre.deep hardcore,0.609630434783
flare.genre.deep filthstep,0.569159090909
flare.genre.wrock,0.548755102041
flare.genre.norwegian punk,0.473708333333
flare.genre.deep northern soul,0.54829787234
flare.genre.experimental dubstep,0.648086956522
flare.genre.deep free jazz,0.450684
flare.genre.raw black metal,0.264054
flare.genre.thai indie,0.598533333333
flare.genre.classic psychedelic rock,0.488808510638
flare.genre.gamelan,0.508020408163
flare.genre.deep surf music,0.421510638298
flare.genre.dubstep product,0.63870212766
flare.genre.goa trance,0.548454545455
flare.genre.deep italo disco,0.705222222222
flare.genre.deep thrash metal,0.423625
flare.genre.deep g funk,0.758630434783
flare.genre.accordeon,0.542653061224
flare.genre.charred death,0.360009090909
flare.genre.ambient dub techno,0.664638297872
flare.genre.slovenian rock,0.52714893617
flare.genre.maghreb,0.594446808511
flare.genre.re:techno,0.721611111111
flare.genre.malagasy folk,0.613130434783
flare.genre.hard stoner rock,0.400326086957
flare.genre.dark progressive house,0.724666666667
flare.genre.zeuhl,0.418866666667
flare.genre.neo honky tonk,0.602244897959
flare.genre.tanzlmusi,0.5969375
flare.genre.deep dub techno,0.665760869565
flare.genre.j-punk,0.440510204082
flare.genre.noise,0.36066
flare.genre.chill groove,0.656487804878
flare.genre.tibetan,0.485644444444
flare.genre.deep punk rock,0.378386363636
flare.genre.deep power-pop punk,0.432354166667
flare.genre.j-poppunk,0.467022727273
flare.genre.italo beats,0.6933
flare.genre.deep space rock,0.308234042553
flare.genre.deep motown,0.553895833333
flare.genre.kc indie,0.50054
flare.genre.new jack smooth,0.659958333333
flare.genre.deep nz indie,0.554765957447
flare.genre.alternative metalcore,0.454413043478
flare.genre.chinese opera,0.583377777778
flare.genre.vintage rockabilly,0.58132
flare.genre.deep eurodance,0.644265306122
flare.genre.deep cello,0.301455102041
flare.genre.chill-out trance,0.604666666667
flare.genre.german street punk,0.440739130435
flare.genre.terrorcore,0.593897435897
flare.genre.doomcore,0.545326086957
flare.genre.twin cities indie,0.566
flare.genre.french folk,0.559653061224
flare.genre.glitter trance,0.5965625
flare.genre.nu electro,0.736422222222
flare.genre.indie emo rock,0.405926829268
flare.genre.deep classical piano,0.377583333333
flare.genre.ceilidh,0.513833333333
flare.genre.alternative hardcore,0.341209302326
flare.genre.jangle rock,0.500166666667
flare.genre.skweee,0.693260869565
flare.genre.bulgarian folk,0.249877083333
flare.genre.deep neo-synthpop,0.555760869565
flare.genre.rhythm and boogie,0.5584375
flare.genre.swedish jazz orkester,0.537897959184
flare.genre.deep hardcore punk,0.40523255814
flare.genre.chinese experimental,0.571782608696
flare.genre.jazz composition,0.50287804878
flare.genre.modern downshift,0.433979166667
flare.genre.ethereal gothic,0.4515
flare.genre.ghoststep,0.637527777778
flare.genre.anime cv,0.54546
flare.genre.modern free jazz,0.445543478261
flare.genre.vintage schlager,0.620826086957
flare.genre.song poem,0.557775510204
flare.genre.neo-traditional country,0.587804347826
flare.genre.deep orgcore,0.393733333333
flare.genre.cryptic black metal,0.228935
flare.genre.cinematic dubstep,0.653692307692
flare.genre.vintage country folk,0.578306122449
flare.genre.vintage gospel,0.463085106383
flare.genre.gothic doom,0.350043478261
flare.genre.deep symphonic black metal,0.3431
flare.genre.vintage reggae,0.743285714286
flare.genre.deep german jazz,0.479857142857
flare.genre.twee indie pop,0.470769230769
flare.genre.saxophone,0.333556097561
flare.genre.dark electro-industrial,0.63016
flare.genre.deep delta blues,0.557387755102
flare.genre.caucasian folk,0.353539583333
flare.genre.chip hop,0.511574468085
flare.genre.deep breakcore,0.611717391304
flare.genre.deep deep tech house,0.781914285714
flare.genre.deep string quartet,0.33653
flare.genre.necrogrind,0.349923333333
flare.genre.central asian folk,0.405261702128
flare.genre.drone psych,0.316808571429
flare.genre.vintage swoon,0.524163265306
flare.genre.rock noise,0.48626
flare.genre.smooth urban r&b,0.57688372093
flare.genre.deep latin jazz,0.560153846154
flare.genre.vintage western,0.6045
