genre,valence
rap metalcore,0.500226
slam death metal,0.2840875
deep ambient,0.0691
nz indie,0.627541666667
polyphony,0.133340816327
deep progressive trance,0.376510416667
galego,0.585583333333
indie fuzzpop,0.629020408163
experimental psych,0.374394
iskelma,0.54940212766
italian folk,0.590456521739
tekno,0.415973170732
shanty,0.662528
dark psytrance,0.344008888889
breton folk,0.353420454545
jig and reel,0.722385714286
military band,0.686958333333
technical brutal death metal,0.233308163265
armenian folk,0.66432
gamecore,0.314162
tzadik,0.19954375
neo-pagan,0.425666
go-go,0.609795918367
deep folk metal,0.34953125
contemporary composition,0.1403875
deep canadian indie,0.47895
liturgical,0.089012244898
speedcore,0.355534782609
depressive black metal,0.111695918367
accordion,0.648744680851
skinhead reggae,0.854547619048
bulgarian rock,0.597808510638
harp,0.233247826087
ambient fusion,0.427172916667
funeral doom,0.144577272727
pipe band,0.330934693878
remix,0.447520408163
screamocore,0.29943877551
danish jazz,0.261320408163
future ambient,0.34571875
deep soft rock,0.600510204082
spoken word,0.525986
klezmer,0.57770952381
j-core,0.391340425532
deep german indie,0.524733333333
minimal dubstep,0.33373125
deep sunset lounge,0.280131818182
bemani,0.301034693878
indorock,0.648625
flick hop,0.5466125
indie shoegaze,0.315627083333
vintage chanson,0.440595744681
greek house,0.495180851064
punta,0.775346938776
doujin,0.339468
corsican folk,0.485189361702
nepali,0.294996
screamo punk,0.28935
ghettotech,0.579483673469
west african jazz,0.728708333333
college marching band,0.543551020408
kuduro,0.541133333333
neo-industrial rock,0.469502040816
greek hip hop,0.637083333333
barbershop,0.404736
jazz orchestra,0.500991836735
benga,0.710816326531
brass ensemble,0.3584875
stl indie,0.455273469388
deep happy hardcore,0.368475
hard glam,0.397804081633
blues-rock guitar,0.576063829787
mantra,0.216397826087
british dance band,0.561022222222
guitar case,0.479867346939
african percussion,0.752020833333
dallas indie,0.582253191489
geek folk,0.44032
carnatic,0.591913043478
deep darkpsy,0.3162
triangle indie,0.457258
cumbia funk,0.857875
thrash-groove metal,0.228026086957
outer hip hop,0.525434782609
throat singing,0.362685416667
swedish pop punk,0.508555555556
sinhala,0.569361702128
dark minimal techno,0.179648888889
chinese traditional,0.27177
deep deep house,0.475767391304
italian punk,0.585995454545
unblack metal,0.282936170213
deep vocal jazz,0.368191489362
cornetas y tambores,0.394586956522
jug band,0.645252083333
indie pop rock,0.462344897959
power noise,0.334693478261
capoeira,0.72629787234
commons,0.479082978723
post-disco soul,0.783291666667
halloween,0.54989375
contemporary folk,0.404967346939
finnish jazz,0.464540909091
chinese indie rock,0.468423404255
byzantine,0.0711346938776
zim,0.782706521739
black sludge,0.213718367347
vintage jazz,0.760530612245
dubsteppe,0.591553191489
deep psytrance,0.335685714286
street punk,0.408980434783
breaks,0.388682978723
drama,0.471875
abstractro,0.18203877551
deep new wave,0.6379625
gospel blues,0.588604166667
light music,0.269393617021
deep southern soul,0.616653061224
deep indie rock,0.545489795918
mexican traditional,0.84987755102
gothic post-punk,0.555267346939
cajun,0.7601
northern irish indie,0.489904255319
british brass band,0.236012765957
deep indie singer-songwriter,0.360915217391
noise punk,0.2665125
traditional funk,0.635063829787
polish jazz,0.234974468085
baroque ensemble,0.38605
deep ragga,0.746347826087
demoscene,0.295808695652
japanese traditional,0.196264
deep downtempo fusion,0.311316666667
heavy gothic rock,0.358675
bangla,0.51870212766
covertrance,0.461940909091
deep vocal house,0.586355555556
deep freestyle,0.6446875
classical organ,0.113653191489
deep full on,0.465052272727
makina,0.590674468085
c64,0.606889583333
spytrack,0.50213877551
classical flute,0.40606122449
musique concrete,0.0918361702128
grim death metal,0.248234782609
polka,0.906816326531
slash punk,0.309104166667
muziek voor kinderen,0.553653846154
deep jazz fusion,0.594934782609
classic eurovision,0.563428
chamber choir,0.105241666667
skiffle,0.716242553191
poetry,0.372395833333
deep funk house,0.692553191489
fallen angel,0.322675
electroacoustic improvisation,0.150574418605
steelpan,0.680906
belorush,0.430872340426
fussball,0.627081632653
oratory,0.41570212766
deep east coast hip hop,0.604571428571
grisly death metal,0.218397959184
traditional reggae,0.786139534884
spanish indie rock,0.385789583333
sunset lounge,0.503558139535
early music ensemble,0.32165
contemporary classical,0.150808163265
lowercase,0.12004
punk ska,0.54506
deep progressive house,0.43848
indian rock,0.462347916667
clarinet,0.309394594595
deep jazz piano,0.28004893617
deep melodic death metal,0.236574
hardcore breaks,0.480456521739
skinhead oi,0.631043478261
vintage swing,0.682043478261
hatecore,0.413545454545
glitch beats,0.25854
villancicos,0.733666666667
deep classic garage rock,0.522634042553
deep indie pop,0.437255319149
neo soul-jazz,0.479170212766
deep pop emo,0.507937777778
traditional rockabilly,0.800787234043
deep nordic folk,0.388029787234
klapa,0.474646666667
deep swedish rock,0.523142857143
crossover prog,0.29346
football,0.499995833333
organic ambient,0.218891489362
soda pop,0.625755102041
deep chill-out,0.538084782609
deep hardcore,0.37425
deep filthstep,0.312213636364
wrock,0.524959183673
norwegian punk,0.500214583333
deep northern soul,0.727489361702
experimental dubstep,0.480852173913
deep free jazz,0.434302
raw black metal,0.163608
thai indie,0.495222222222
classic psychedelic rock,0.554793617021
gamelan,0.391189795918
deep surf music,0.698427659574
dubstep product,0.431240425532
goa trance,0.324261363636
deep italo disco,0.773511111111
deep thrash metal,0.356527083333
deep g funk,0.554586956522
accordeon,0.675091836735
charred death,0.176618181818
ambient dub techno,0.368074468085
slovenian rock,0.533578723404
maghreb,0.704693617021
re:techno,0.221455555556
malagasy folk,0.573360869565
hard stoner rock,0.449767391304
dark progressive house,0.397544444444
zeuhl,0.421491111111
neo honky tonk,0.685591836735
tanzlmusi,0.636552083333
deep dub techno,0.384763043478
j-punk,0.560428571429
noise,0.215633333333
chill groove,0.558048780488
tibetan,0.461482222222
deep punk rock,0.555927272727
deep power-pop punk,0.626895833333
j-poppunk,0.500454545455
italo beats,0.63565
deep space rock,0.375921276596
deep motown,0.7669375
kc indie,0.521266
new jack smooth,0.532395833333
deep nz indie,0.572080851064
alternative metalcore,0.356936956522
chinese opera,0.477406666667
vintage rockabilly,0.84208
deep eurodance,0.707795918367
deep cello,0.344485714286
chill-out trance,0.283454166667
german street punk,0.533754347826
terrorcore,0.464125641026
doomcore,0.166802173913
twin cities indie,0.460120833333
french folk,0.536157142857
glitter trance,0.35505625
nu electro,0.528168888889
indie emo rock,0.453487804878
deep classical piano,0.30149375
ceilidh,0.6849375
alternative hardcore,0.375948837209
jangle rock,0.42068125
skweee,0.534980434783
bulgarian folk,0.232695833333
deep neo-synthpop,0.374036956522
rhythm and boogie,0.694733333333
swedish jazz orkester,0.518324489796
deep hardcore punk,0.509841860465
chinese experimental,0.418832608696
jazz composition,0.407768292683
modern downshift,0.437066666667
ethereal gothic,0.303139130435
ghoststep,0.241477777778
anime cv,0.60244
modern free jazz,0.33035
vintage schlager,0.673852173913
song poem,0.592014285714
neo-traditional country,0.577826086957
deep orgcore,0.50866
cryptic black metal,0.0910125
cinematic dubstep,0.314792307692
vintage country folk,0.692224489796
vintage gospel,0.493912765957
gothic doom,0.33225
deep symphonic black metal,0.254973469388
vintage reggae,0.809897959184
deep german jazz,0.411887755102
twee indie pop,0.451423076923
saxophone,0.231948780488
dark electro-industrial,0.380734
deep delta blues,0.581632653061
caucasian folk,0.338864583333
chip hop,0.35550212766
deep breakcore,0.407352173913
deep deep tech house,0.400754285714
deep string quartet,0.284
necrogrind,0.24418
central asian folk,0.543091489362
drone psych,0.228065714286
vintage swoon,0.469312244898
rock noise,0.353682
smooth urban r&b,0.502534883721
deep latin jazz,0.565171794872
vintage western,0.70175
