genre,loudness
black death,-6.75856
japanese jazztronica,-6.7576
electro trash,-4.78381632653
classic afrobeat,-8.58896
gothic americana,-8.89673469388
slavic metal,-6.24326
dark hardcore,-3.13152173913
scratch,-8.27985714286
traditional scottish folk,-9.49340816327
hebrew pop,-5.02534
garage punk blues,-7.47956
hindustani classical,-17.5949583333
indie singer-songwriter,-10.61794
deep german punk,-5.5977173913
deep disco,-10.42904
electronicore,-4.04487755102
zydeco,-6.81726
usbm,-8.15638
string folk,-16.9919387755
beach music,-8.00413043478
luk thung,-7.31771428571
michigan indie,-8.51274
south african jazz,-9.55326
islamic recitation,-10.2409387755
spanish invasion,-8.14960416667
russian alternative,-6.46185416667
deep orchestral,-23.6975957447
mallet,-13.2341458333
dark ambient,-23.9623673469
ragga jungle,-5.87616666667
progressive alternative,-5.16954
fast melodic punk,-3.48373913043
martial industrial,-11.1910789474
deep discofox,-3.36
enka,-11.2980416667
kwaito,-8.31889795918
porro,-8.20694
power violence,-6.26638
finnish hardcore,-4.68611363636
neurostep,-4.468
classic russian pop,-7.5957755102
vapor house,-7.64116326531
deep melodic hard rock,-3.97655102041
downtempo fusion,-8.58994
ostrock,-9.06410869565
spanish classical,-16.1973404255
monastic,-20.4130204082
string band,-9.18444
ambient psychill,-10.7712653061
faroese pop,-10.8471428571
musica per bambini,-9.82314583333
rebetiko,-7.52716666667
romanian rock,-7.55440425532
panpipe,-9.56610416667
afrikaans,-6.14058333333
abstract idm,-11.9293265306
deep psychobilly,-7.21346
ugandan pop,-5.71196
bass trip,-8.46792
power electronics,-6.42112
french punk,-5.25442857143
library music,-11.1872244898
j-reggae,-6.36852173913
russian folk,-11.8451
musique pour enfants,-12.3285306122
hard house,-6.69620833333
concert piano,-22.7667142857
trash rock,-6.0464375
wind ensemble,-22.2692
deep liquid bass,-5.8099787234
deep jazz guitar,-18.476755102
norwegian jazz,-18.7747179487
neo metal,-4.90936734694
gospel reggae,-6.0786875
traditional soul,-7.97734
persian traditional,-13.8472
coupe decale,-4.36626530612
italian progressive rock,-12.0585918367
manele,-5.65870212766
magyar,-10.5877727273
melodic progressive metal,-5.05406521739
japanoise,-7.82357142857
bay area hip hop,-6.96812
german ccm,-8.42308695652
bossa nova jazz,-13.362125
deep opera,-14.518
greek indie,-7.91789795918
consort,-21.7391836735
chaotic black metal,-7.85020833333
classic schlager,-9.41965217391
rap metalcore,-5.24846
slam death metal,-4.4213125
deep ambient,-25.64716
nz indie,-8.82639583333
polyphony,-20.5675714286
deep progressive trance,-9.21872916667
galego,-7.3875625
indie fuzzpop,-5.99034693878
experimental psych,-10.92404
iskelma,-10.7615957447
italian folk,-9.54658695652
tekno,-5.39290243902
shanty,-8.9683
dark psytrance,-7.56897777778
breton folk,-11.7417954545
jig and reel,-10.7058163265
military band,-14.8660833333
technical brutal death metal,-4.29816326531
armenian folk,-6.23732
gamecore,-7.36872
tzadik,-20.8534375
neo-pagan,-11.8876
go-go,-7.06489795918
deep folk metal,-5.08829166667
contemporary composition,-21.3426666667
deep canadian indie,-6.50672
liturgical,-21.5485306122
speedcore,-3.44352173913
depressive black metal,-9.51395918367
accordion,-11.9486382979
skinhead reggae,-8.48076190476
bulgarian rock,-6.24065957447
harp,-16.2057173913
ambient fusion,-10.4629166667
funeral doom,-7.65915909091
pipe band,-8.56895918367
remix,-4.82336734694
screamocore,-4.49924489796
danish jazz,-17.9413061224
future ambient,-9.40204166667
deep soft rock,-11.8686326531
spoken word,-9.56264
klezmer,-9.66780952381
j-core,-5.41495744681
deep german indie,-7.99042857143
minimal dubstep,-5.29170833333
deep sunset lounge,-9.97070454545
bemani,-19.1910204082
indorock,-9.05904166667
flick hop,-6.183625
indie shoegaze,-7.5291875
vintage chanson,-14.1353191489
greek house,-8.27757446809
punta,-7.95836734694
doujin,-6.29532
corsican folk,-10.1875106383
nepali,-16.6009
screamo punk,-6.11586
ghettotech,-6.88520408163
west african jazz,-9.555625
college marching band,-12.2665102041
kuduro,-5.71437777778
neo-industrial rock,-6.04904081633
greek hip hop,-5.40979166667
barbershop,-10.98138
jazz orchestra,-9.17475510204
benga,-7.07102040816
brass ensemble,-15.513
stl indie,-8.2976122449
deep happy hardcore,-3.5145625
hard glam,-4.51071428571
blues-rock guitar,-8.0189787234
mantra,-16.3112826087
british dance band,-15.6615777778
guitar case,-7.89393877551
african percussion,-6.60847916667
dallas indie,-12.6443829787
geek folk,-10.37
carnatic,-9.96956521739
deep darkpsy,-6.38884444444
triangle indie,-6.0721
cumbia funk,-7.78279166667
thrash-groove metal,-5.2875
outer hip hop,-6.28497826087
throat singing,-10.654375
swedish pop punk,-3.76586666667
sinhala,-7.97480851064
dark minimal techno,-10.4059555556
chinese traditional,-16.04126
deep deep house,-10.189326087
italian punk,-5.73620454545
unblack metal,-5.8040212766
deep vocal jazz,-11.9051276596
cornetas y tambores,-10.7009347826
jug band,-10.5369166667
indie pop rock,-6.72
power noise,-7.27832608696
capoeira,-10.6645106383
commons,-9.55093617021
post-disco soul,-9.10345833333
halloween,-11.6391458333
contemporary folk,-12.7811428571
finnish jazz,-10.5720454545
chinese indie rock,-9.05744680851
byzantine,-18.7372857143
zim,-9.56210869565
black sludge,-7.24904081633
vintage jazz,-12.5834489796
dubsteppe,-6.31385106383
deep psytrance,-8.27269387755
street punk,-5.37604347826
breaks,-7.2525106383
drama,-19.6202291667
abstractro,-12.1941020408
deep new wave,-9.895375
gospel blues,-12.6134166667
light music,-19.583212766
deep southern soul,-8.6663877551
deep indie rock,-7.94881632653
mexican traditional,-6.52157142857
gothic post-punk,-7.82191836735
cajun,-9.0944
northern irish indie,-8.16095744681
british brass band,-17.6627234043
deep indie singer-songwriter,-7.79865217391
noise punk,-5.5265
traditional funk,-8.39891489362
polish jazz,-15.4901666667
baroque ensemble,-20.1046
deep ragga,-9.69758695652
demoscene,-10.6772391304
japanese traditional,-18.6227
deep downtempo fusion,-11.7881875
heavy gothic rock,-5.42370833333
bangla,-8.6660212766
covertrance,-7.07975
deep vocal house,-5.3922
deep freestyle,-9.73366666667
classical organ,-20.9985106383
deep full on,-5.50586363636
makina,-7.81338297872
c64,-8.74566666667
spytrack,-13.8048571429
classical flute,-21.1082040816
musique concrete,-26.4249787234
grim death metal,-6.6132173913
polka,-9.6272244898
slash punk,-6.79610416667
muziek voor kinderen,-9.52365384615
deep jazz fusion,-8.50289130435
classic eurovision,-8.96674
chamber choir,-23.3756458333
skiffle,-9.18759574468
poetry,-20.3742083333
deep funk house,-7.93719148936
fallen angel,-4.66616666667
electroacoustic improvisation,-21.1094418605
steelpan,-12.31848
belorush,-6.31310638298
fussball,-3.94987755102
oratory,-14.8446808511
deep east coast hip hop,-8.43316326531
grisly death metal,-6.30728571429
traditional reggae,-7.3561627907
spanish indie rock,-6.44108333333
sunset lounge,-10.933744186
early music ensemble,-18.9393043478
contemporary classical,-24.124877551
lowercase,-23.6702222222
punk ska,-5.83672
deep progressive house,-8.12604444444
indian rock,-7.5485625
clarinet,-16.0930263158
deep jazz piano,-18.0237021277
deep melodic death metal,-4.6251
hardcore breaks,-8.40047826087
skinhead oi,-5.35163043478
vintage swing,-12.976173913
hatecore,-7.67815909091
glitch beats,-14.0508888889
villancicos,-8.90753333333
deep classic garage rock,-11.4905106383
deep indie pop,-7.56955319149
neo soul-jazz,-7.49310638298
deep pop emo,-4.82791111111
traditional rockabilly,-7.44117021277
deep nordic folk,-13.8055416667
klapa,-7.40693333333
deep swedish rock,-5.35136734694
crossover prog,-9.42893333333
football,-9.15320833333
organic ambient,-14.8691914894
soda pop,-7.79995918367
deep chill-out,-11.8182608696
deep hardcore,-7.65639130435
deep filthstep,-5.26409090909
wrock,-8.62718367347
norwegian punk,-7.93216666667
deep northern soul,-8.186
experimental dubstep,-6.69934782609
deep free jazz,-14.13686
raw black metal,-7.80634
thai indie,-7.12006666667
classic psychedelic rock,-10.7321489362
gamelan,-18.4904897959
deep surf music,-8.35934042553
dubstep product,-4.88493617021
goa trance,-7.13447727273
deep italo disco,-8.74744444444
deep thrash metal,-5.11152083333
deep g funk,-8.10873913043
accordeon,-8.60648979592
charred death,-5.69684090909
ambient dub techno,-14.6278723404
slovenian rock,-7.10478723404
maghreb,-8.43421276596
re:techno,-8.29894444444
malagasy folk,-9.39719565217
hard stoner rock,-5.9827173913
dark progressive house,-9.48777777778
zeuhl,-9.57575555556
neo honky tonk,-8.32208163265
tanzlmusi,-14.5474791667
deep dub techno,-12.4370652174
j-punk,-3.26695918367
noise,-7.46584444444
chill groove,-9.91119512195
tibetan,-10.5068666667
deep punk rock,-7.85518181818
deep power-pop punk,-5.2088125
j-poppunk,-2.74356818182
italo beats,-3.8411
deep space rock,-9.66114893617
deep motown,-6.98402083333
kc indie,-8.3848
new jack smooth,-7.56670833333
deep nz indie,-7.80144680851
alternative metalcore,-4.57484782609
chinese opera,-8.91273333333
vintage rockabilly,-8.20926
deep eurodance,-6.17330612245
deep cello,-19.3451428571
chill-out trance,-9.46358333333
german street punk,-5.4197826087
terrorcore,-5.74194871795
doomcore,-7.25406521739
twin cities indie,-8.24291666667
french folk,-13.1775510204
glitter trance,-8.2608125
nu electro,-8.89513333333
indie emo rock,-6.05082926829
deep classical piano,-25.5709583333
ceilidh,-9.236
alternative hardcore,-5.04704651163
jangle rock,-8.55752083333
skweee,-10.1377173913
bulgarian folk,-15.3294375
deep neo-synthpop,-7.77704347826
rhythm and boogie,-11.0535416667
swedish jazz orkester,-13.3743061224
deep hardcore punk,-6.24339534884
chinese experimental,-9.71960869565
jazz composition,-13.3297317073
modern downshift,-4.65095833333
ethereal gothic,-7.49006521739
ghoststep,-7.51416666667
anime cv,-5.66086
modern free jazz,-14.5368695652
vintage schlager,-13.4035217391
song poem,-10.5617142857
neo-traditional country,-5.76784782609
deep orgcore,-5.65155555556
cryptic black metal,-5.93555
cinematic dubstep,-8.25974358974
vintage country folk,-14.2527346939
vintage gospel,-14.6114468085
gothic doom,-6.52973913043
deep symphonic black metal,-5.29675510204
vintage reggae,-11.7220816327
deep german jazz,-11.7023673469
twee indie pop,-6.89476923077
saxophone,-18.6260731707
dark electro-industrial,-9.305
deep delta blues,-14.4921428571
caucasian folk,-15.7700625
chip hop,-5.44541666667
deep breakcore,-7.63326086957
deep deep tech house,-7.42622857143
deep string quartet,-23.20252
necrogrind,-6.7416
central asian folk,-12.3040851064
drone psych,-11.9312
vintage swoon,-10.338755102
rock noise,-8.24802
smooth urban r&b,-6.63286046512
deep latin jazz,-10.3993846154
vintage western,-12.2031666667
