genre,liveness
chaotic black metal,0.294072916667
classic schlager,0.23112173913
rap metalcore,0.23735
slam death metal,0.256585416667
deep ambient,0.13288
nz indie,0.188797916667
polyphony,0.141255102041
deep progressive trance,0.1923625
galego,0.21155
indie fuzzpop,0.187171428571
experimental psych,0.158126
iskelma,0.189091489362
italian folk,0.222056521739
tekno,0.282002439024
shanty,0.253768
dark psytrance,0.205695555556
breton folk,0.172575
jig and reel,0.165710204082
military band,0.35809375
technical brutal death metal,0.208955102041
armenian folk,0.223942
gamecore,0.147066
tzadik,0.1624375
neo-pagan,0.177528
go-go,0.252918367347
deep folk metal,0.2557125
contemporary composition,0.130158333333
deep canadian indie,0.212066
liturgical,0.132455102041
speedcore,0.317260869565
depressive black metal,0.179610204082
accordion,0.14929787234
skinhead reggae,0.147861904762
bulgarian rock,0.149593617021
harp,0.168456521739
ambient fusion,0.13914375
funeral doom,0.208718181818
pipe band,0.21832244898
remix,0.269465306122
screamocore,0.241995918367
danish jazz,0.144030612245
future ambient,0.204683333333
deep soft rock,0.128246938776
spoken word,0.22498
klezmer,0.155135714286
j-core,0.2542
deep german indie,0.155438095238
minimal dubstep,0.25184375
deep sunset lounge,0.136179545455
bemani,0.162269387755
indorock,0.185389583333
flick hop,0.263747916667
indie shoegaze,0.1702125
vintage chanson,0.238436170213
greek house,0.152304255319
punta,0.128106122449
doujin,0.240996
corsican folk,0.172012765957
nepali,0.189518
screamo punk,0.19457
ghettotech,0.171363265306
west african jazz,0.161839583333
college marching band,0.299620408163
kuduro,0.160066666667
neo-industrial rock,0.234055102041
greek hip hop,0.191716666667
barbershop,0.170594
jazz orchestra,0.180246938776
benga,0.155559183673
brass ensemble,0.159747916667
stl indie,0.1572
deep happy hardcore,0.190972916667
hard glam,0.206832653061
blues-rock guitar,0.1898
mantra,0.105939130435
british dance band,0.200891111111
guitar case,0.178104081633
african percussion,0.125589583333
dallas indie,0.219834042553
geek folk,0.146514
carnatic,0.269617391304
deep darkpsy,0.326817777778
triangle indie,0.221596
cumbia funk,0.155283333333
thrash-groove metal,0.247573913043
outer hip hop,0.213493478261
throat singing,0.147833333333
swedish pop punk,0.305473333333
sinhala,0.173329787234
dark minimal techno,0.12778
chinese traditional,0.129454
deep deep house,0.17232173913
italian punk,0.177911363636
unblack metal,0.246844680851
deep vocal jazz,0.121961702128
cornetas y tambores,0.126141304348
jug band,0.191470833333
indie pop rock,0.1725
power noise,0.183034782609
capoeira,0.190068085106
commons,0.188568085106
post-disco soul,0.168427083333
halloween,0.219839583333
contemporary folk,0.176685714286
finnish jazz,0.177552272727
chinese indie rock,0.156227659574
byzantine,0.147585714286
zim,0.174815217391
black sludge,0.229679591837
vintage jazz,0.214587755102
dubsteppe,0.247825531915
deep psytrance,0.166008163265
street punk,0.227854347826
breaks,0.162027659574
drama,0.20044375
abstractro,0.15313877551
deep new wave,0.195514583333
gospel blues,0.235377083333
light music,0.173019148936
deep southern soul,0.170036734694
deep indie rock,0.173491836735
mexican traditional,0.122475510204
gothic post-punk,0.144197959184
cajun,0.20859
northern irish indie,0.187972340426
british brass band,0.228138297872
deep indie singer-songwriter,0.157019565217
noise punk,0.267691666667
traditional funk,0.172991489362
polish jazz,0.172104166667
baroque ensemble,0.147018
deep ragga,0.154654347826
demoscene,0.186489130435
japanese traditional,0.10534
deep downtempo fusion,0.171329166667
heavy gothic rock,0.294414583333
bangla,0.138165957447
covertrance,0.252795454545
deep vocal house,0.229813333333
deep freestyle,0.132272916667
classical organ,0.140134042553
deep full on,0.291134090909
makina,0.213544680851
c64,0.172158333333
spytrack,0.139681632653
classical flute,0.128912244898
musique concrete,0.146363829787
grim death metal,0.335182608696
polka,0.158748979592
slash punk,0.2316875
muziek voor kinderen,0.216488461538
deep jazz fusion,0.207910869565
classic eurovision,0.185544
chamber choir,0.127114583333
skiffle,0.224925531915
poetry,0.212597916667
deep funk house,0.151512765957
fallen angel,0.180170833333
electroacoustic improvisation,0.242848837209
steelpan,0.122608
belorush,0.19325106383
fussball,0.306618367347
oratory,0.300055319149
deep east coast hip hop,0.2094
grisly death metal,0.229440816327
traditional reggae,0.15138372093
spanish indie rock,0.180560416667
sunset lounge,0.182772093023
early music ensemble,0.108715217391
contemporary classical,0.18967755102
lowercase,0.180695555556
punk ska,0.19765
deep progressive house,0.223046666667
indian rock,0.149575
clarinet,0.180178947368
deep jazz piano,0.120110638298
deep melodic death metal,0.173664
hardcore breaks,0.210997826087
skinhead oi,0.202247826087
vintage swing,0.179702173913
hatecore,0.178815909091
glitch beats,0.175306666667
villancicos,0.185337777778
deep classic garage rock,0.384676595745
deep indie pop,0.152419148936
neo soul-jazz,0.133731914894
deep pop emo,0.197066666667
traditional rockabilly,0.249295744681
deep nordic folk,0.151641666667
klapa,0.172344444444
deep swedish rock,0.2007
crossover prog,0.221262222222
football,0.36855
organic ambient,0.165191489362
soda pop,0.216565306122
deep chill-out,0.148834782609
deep hardcore,0.205960869565
deep filthstep,0.183170454545
wrock,0.170428571429
norwegian punk,0.16749375
deep northern soul,0.248057446809
experimental dubstep,0.1448
deep free jazz,0.180602
raw black metal,0.228854
thai indie,0.136933333333
classic psychedelic rock,0.229870212766
gamelan,0.142673469388
deep surf music,0.175546808511
dubstep product,0.221417021277
goa trance,0.203225
deep italo disco,0.168955555556
deep thrash metal,0.184827083333
deep g funk,0.168130434783
accordeon,0.143553061224
charred death,0.296245454545
ambient dub techno,0.126806382979
slovenian rock,0.190040425532
maghreb,0.270927659574
re:techno,0.181680555556
malagasy folk,0.149726086957
hard stoner rock,0.21427173913
dark progressive house,0.143484444444
zeuhl,0.23958
neo honky tonk,0.168463265306
tanzlmusi,0.124120833333
deep dub techno,0.149745652174
j-punk,0.202006122449
noise,0.295953333333
chill groove,0.148365853659
tibetan,0.1988
deep punk rock,0.248068181818
deep power-pop punk,0.24673125
j-poppunk,0.253425
italo beats,0.198075
deep space rock,0.230544680851
deep motown,0.2771625
kc indie,0.222612
new jack smooth,0.159333333333
deep nz indie,0.158874468085
alternative metalcore,0.264502173913
chinese opera,0.179644444444
vintage rockabilly,0.185874
deep eurodance,0.192236734694
deep cello,0.123624489796
chill-out trance,0.198370833333
german street punk,0.261354347826
terrorcore,0.284541025641
doomcore,0.324582608696
twin cities indie,0.178020833333
french folk,0.146979591837
glitter trance,0.225716666667
nu electro,0.173564444444
indie emo rock,0.208643902439
deep classical piano,0.12930625
ceilidh,0.19260625
alternative hardcore,0.266213953488
jangle rock,0.14190625
skweee,0.152786956522
bulgarian folk,0.251008333333
deep neo-synthpop,0.199976086957
rhythm and boogie,0.169975
swedish jazz orkester,0.172114285714
deep hardcore punk,0.246788372093
chinese experimental,0.187558695652
jazz composition,0.180885365854
modern downshift,0.156991666667
ethereal gothic,0.173817391304
ghoststep,0.2281
anime cv,0.21285
modern free jazz,0.187734782609
vintage schlager,0.173436956522
song poem,0.196648979592
neo-traditional country,0.149069565217
deep orgcore,0.274184444444
cryptic black metal,0.3178425
cinematic dubstep,0.179864102564
vintage country folk,0.230024489796
vintage gospel,0.378517021277
gothic doom,0.196815217391
deep symphonic black metal,0.200159183673
vintage reggae,0.152748979592
deep german jazz,0.136093877551
twee indie pop,0.199415384615
saxophone,0.143004878049
dark electro-industrial,0.160262
deep delta blues,0.180789795918
caucasian folk,0.1805375
chip hop,0.251920833333
deep breakcore,0.19642826087
deep deep tech house,0.15278
deep string quartet,0.148498
necrogrind,0.214276666667
central asian folk,0.146604255319
drone psych,0.224608571429
vintage swoon,0.181618367347
rock noise,0.240188
smooth urban r&b,0.170476744186
deep latin jazz,0.260741025641
vintage western,0.285960416667
