genre,instrumentalness
atmospheric post-metal,0.69391176
broken beat,0.1921585656
acousmatic,0.72027146
minimal wave,0.372450455102
solipsynthm,0.0682732240816
swedish prog,0.406789258
alternative americana,0.0971030493878
darkstep,0.542264990816
nl folk,0.0007551408
marching band,0.770755230612
lounge house,0.530159748298
semba,0.0268449539583
underground power pop,0.002334581
psychedelic blues-rock,0.19884647
crack rock steady,0.0897395248
vegan straight edge,0.0832964461224
motivation,0.0136871338
schranz,0.817279591837
traditional swing,0.0495900614583
chalga,0.0276919273469
musiikkia lapsille,0.00857739826087
footwork,0.4093688072
breakcore,0.65628044898
yoik,0.223314893333
leeds indie,0.24254833551
tribute,0.194845522653
funky breaks,0.406984032857
indian classical,0.359889313333
didgeridoo,0.511582142553
classic dutch pop,0.0707315026531
slc indie,0.1065234884
deep contemporary country,0.000625933877551
danish indie,0.396055890208
belgian indie,0.122110435625
jazz brass,0.57880244898
deep brazilian pop,0.230386657234
corrosion,0.404462956
black death,0.6704418
japanese jazztronica,0.2678180922
electro trash,0.351686829388
classic afrobeat,0.1915190232
gothic americana,0.0201201114286
slavic metal,0.2760327376
dark hardcore,0.151549126087
scratch,0.316237346735
traditional scottish folk,0.179079494082
hebrew pop,0.0003982592
garage punk blues,0.0703836098
hindustani classical,0.375192507917
indie singer-songwriter,0.014959557
deep german punk,0.0753293621739
deep disco,0.2386045508
electronicore,0.0226423461224
zydeco,0.003334952
usbm,0.766948
string folk,0.596785504082
beach music,0.000301816521739
luk thung,0.041005367551
michigan indie,0.0523065292
south african jazz,0.2646474132
islamic recitation,1.35630612245e-05
spanish invasion,0.0154329625
russian alternative,0.058663380625
deep orchestral,0.849174170213
mallet,0.463746621458
dark ambient,0.882895918367
ragga jungle,0.0470832622917
progressive alternative,0.0017557798
fast melodic punk,0.0156272034783
martial industrial,0.459424413158
deep discofox,0.0134325983673
enka,0.0110411654167
kwaito,0.0958459408163
porro,0.0532907486
power violence,0.40752676
finnish hardcore,0.157359331818
neurostep,0.192469275833
classic russian pop,0.0178795142857
vapor house,0.325793461224
deep melodic hard rock,0.00720999693878
downtempo fusion,0.3343520418
ostrock,0.121557569783
spanish classical,0.423658254681
monastic,0.595813265306
string band,0.1653020356
ambient psychill,0.755104081633
faroese pop,0.131069890204
musica per bambini,0.0950367460417
rebetiko,0.0474823502083
romanian rock,0.0383437438298
panpipe,0.4041697125
afrikaans,0.004239989375
abstract idm,0.599841954082
deep psychobilly,0.0851953782
ugandan pop,0.0012091606
bass trip,0.3235558986
power electronics,0.0182245026
french punk,0.0644615265306
library music,0.582078979592
j-reggae,0.0456263636957
russian folk,0.1536566724
musique pour enfants,0.0687336938776
hard house,0.571314504792
concert piano,0.811428571429
trash rock,0.0453055229167
wind ensemble,0.5504251198
deep liquid bass,0.613150259574
deep jazz guitar,0.803649326531
norwegian jazz,0.595679871795
neo metal,0.0307804304082
gospel reggae,0.000323881458333
traditional soul,0.0563990278
persian traditional,0.2174814634
coupe decale,0.0168459120408
italian progressive rock,0.346649343469
manele,0.0029051006383
magyar,0.155344416364
melodic progressive metal,0.0371292080435
japanoise,0.425618042857
bay area hip hop,0.0069237886
german ccm,0.0199624745652
bossa nova jazz,0.38517444125
deep opera,0.096233104
greek indie,0.220085820816
consort,0.410586489796
chaotic black metal,0.680281458333
classic schlager,0.0583609306522
rap metalcore,0.003932759
slam death metal,0.63666046
deep ambient,0.85551742
nz indie,0.281230809792
polyphony,0.0963373761224
deep progressive trance,0.597683223333
galego,0.112934227083
indie fuzzpop,0.062008264898
experimental psych,0.5192565746
iskelma,0.129555840213
italian folk,0.0403669876087
tekno,0.351133886585
shanty,0.0004312896
dark psytrance,0.615892584444
breton folk,0.351845389318
jig and reel,0.25958411898
military band,0.0555626247917
technical brutal death metal,0.550831020408
armenian folk,0.002070719
gamecore,0.56412584
tzadik,0.556321586042
neo-pagan,0.0940972622
go-go,0.0282438212245
deep folk metal,0.221919195208
contemporary composition,0.587459456042
deep canadian indie,0.0425873436
liturgical,0.38341142898
speedcore,0.31227091413
depressive black metal,0.724341632653
accordion,0.515119234043
skinhead reggae,0.335730052143
bulgarian rock,0.017680423617
harp,0.806013043478
ambient fusion,0.712835629167
funeral doom,0.545621751818
pipe band,0.560365020408
remix,0.116713915714
screamocore,0.267246145714
danish jazz,0.621698406122
future ambient,0.411464302083
deep soft rock,0.0606987069388
spoken word,0.0040893498
klezmer,0.335691711429
j-core,0.332022939787
deep german indie,0.126773265714
minimal dubstep,0.47282848125
deep sunset lounge,0.731192531818
bemani,0.10337806551
indorock,0.301833673542
flick hop,0.01891811625
indie shoegaze,0.588315610417
vintage chanson,0.00700917531915
greek house,0.545695872766
punta,0.0152986167347
doujin,0.3159960762
corsican folk,0.290223729362
nepali,0.4106050726
screamo punk,0.40801428
ghettotech,0.268211682857
west african jazz,0.247152647708
college marching band,0.602028810408
kuduro,0.225286997778
neo-industrial rock,0.0531837487755
greek hip hop,0.0359964370833
barbershop,0.00102659
jazz orchestra,0.559562244898
benga,0.00500315857143
brass ensemble,0.8463
stl indie,0.0305909330612
deep happy hardcore,0.243850216458
hard glam,0.0349138789796
blues-rock guitar,0.0503367485106
mantra,0.002016525
british dance band,0.307527588889
guitar case,0.0490262930612
african percussion,0.117518953542
dallas indie,0.570042764468
geek folk,0.0051920908
carnatic,0.0781379623913
deep darkpsy,0.684155587333
triangle indie,0.137061634
cumbia funk,0.128670300208
thrash-groove metal,0.154139266304
outer hip hop,0.0147947647826
throat singing,0.186358455833
swedish pop punk,0.15392624
sinhala,0.0312032248936
dark minimal techno,0.8188
chinese traditional,0.5322223006
deep deep house,0.674005217391
italian punk,0.0561410545455
unblack metal,0.340322444681
deep vocal jazz,0.00402929170213
cornetas y tambores,0.705282644565
jug band,0.0863357354167
indie pop rock,0.118821552245
power noise,0.556316841304
capoeira,0.0104688610638
commons,0.329985182128
post-disco soul,0.0367153227083
halloween,0.304228882083
contemporary folk,0.00888171163265
finnish jazz,0.505192855227
chinese indie rock,0.0961475248936
byzantine,0.444466362245
zim,0.070907581087
black sludge,0.579269591837
vintage jazz,0.293435069184
dubsteppe,0.162533739149
deep psytrance,0.543227714286
street punk,0.061021738913
breaks,0.606824246809
drama,0.0253186858333
abstractro,0.76552244898
deep new wave,0.113323003958
gospel blues,0.026403929375
light music,0.74395032766
deep southern soul,0.0492604259184
deep indie rock,0.123910801224
mexican traditional,0.000169616938776
gothic post-punk,0.38913355551
cajun,0.0473272674
northern irish indie,0.270248679362
british brass band,0.808972340426
deep indie singer-songwriter,0.01092686
noise punk,0.314105308125
traditional funk,0.515608647234
polish jazz,0.561481354167
baroque ensemble,0.4427901448
deep ragga,0.000110851521739
demoscene,0.388331658913
japanese traditional,0.6201766
deep downtempo fusion,0.647786017083
heavy gothic rock,0.206393179583
bangla,0.00679870531915
covertrance,0.239923670227
deep vocal house,0.0336665608889
deep freestyle,0.133766735417
classical organ,0.626293714894
deep full on,0.3565197225
makina,0.43313562766
c64,0.0828554097917
spytrack,0.681330816327
classical flute,0.599444406939
musique concrete,0.660008706809
grim death metal,0.545128291304
polka,0.150618297551
slash punk,0.1804608075
muziek voor kinderen,0.169836727692
deep jazz fusion,0.725691365435
classic eurovision,0.0167013306
chamber choir,0.384455020833
skiffle,0.0872808493617
poetry,0.052848198125
deep funk house,0.511544924043
fallen angel,0.0301716745833
electroacoustic improvisation,0.736879215349
steelpan,0.63688698
belorush,0.037333897234
fussball,1.88012244898e-05
oratory,0.0659699059574
deep east coast hip hop,0.127408369796
grisly death metal,0.695540204082
traditional reggae,0.0665869053488
spanish indie rock,0.318605016875
sunset lounge,0.645367651163
early music ensemble,0.647163704348
contemporary classical,0.394540650408
lowercase,0.710745533333
punk ska,0.0295997546
deep progressive house,0.778044480444
indian rock,0.1932752575
clarinet,0.645991339474
deep jazz piano,0.827218723404
deep melodic death metal,0.3248249882
hardcore breaks,0.308432173913
skinhead oi,0.0652944193478
vintage swing,0.248811225435
hatecore,0.156566322727
glitch beats,0.793644444444
villancicos,0.00113886711111
deep classic garage rock,0.0721968223404
deep indie pop,0.163167441064
neo soul-jazz,0.00193043382979
deep pop emo,0.00373915688889
traditional rockabilly,0.0694789487234
deep nordic folk,0.329725920833
klapa,1.29324444444e-05
deep swedish rock,0.0389043722449
crossover prog,0.135319722889
football,0.309648322917
organic ambient,0.758580912979
soda pop,0.00268124040816
deep chill-out,0.564745300217
deep hardcore,0.351465986957
deep filthstep,0.450921162955
wrock,0.00547050102041
norwegian punk,0.064416895
deep northern soul,0.0767606302128
experimental dubstep,0.435980882609
deep free jazz,0.425123787
raw black metal,0.578781704
thai indie,0.0734460604444
classic psychedelic rock,0.0739229502128
gamelan,0.687659061224
deep surf music,0.707508346809
dubstep product,0.15501721766
goa trance,0.684818181818
deep italo disco,0.222067088889
deep thrash metal,0.222792166667
deep g funk,0.00691939673913
accordeon,0.099408075102
charred death,0.404635295455
ambient dub techno,0.757453191489
slovenian rock,0.0989067346809
maghreb,0.0609164568085
re:techno,0.853555555556
malagasy folk,0.0776743406522
hard stoner rock,0.266636795652
dark progressive house,0.82
zeuhl,0.416969772444
neo honky tonk,0.00722945612245
tanzlmusi,0.584395833333
deep dub techno,0.633195921739
j-punk,0.0398691104082
noise,0.351251693778
chill groove,0.594973583659
tibetan,0.169693953778
deep punk rock,0.148557323864
deep power-pop punk,0.052089868125
j-poppunk,0.0992265913636
italo beats,0.1710853525
deep space rock,0.576267500426
deep motown,0.1376728325
kc indie,0.1565113396
new jack smooth,0.000996767708333
deep nz indie,0.270348021277
alternative metalcore,0.0150738873913
chinese opera,0.00810461911111
vintage rockabilly,0.0314336434
deep eurodance,0.146004359388
deep cello,0.834236734694
chill-out trance,0.585903149583
german street punk,0.145768429783
terrorcore,0.519142820513
doomcore,0.7100725
twin cities indie,0.0502289429167
french folk,0.132833388776
glitter trance,0.669369416458
nu electro,0.6305145
indie emo rock,0.117381103902
deep classical piano,0.8873125
ceilidh,0.360783257292
alternative hardcore,0.0661056697674
jangle rock,0.281078603125
skweee,0.489421021739
bulgarian folk,0.113822149792
deep neo-synthpop,0.230680845435
rhythm and boogie,0.0265380579167
swedish jazz orkester,0.468066116327
deep hardcore punk,0.0409493553488
chinese experimental,0.422918369565
jazz composition,0.441735540488
modern downshift,0.0366196010417
ethereal gothic,0.305740067391
ghoststep,0.538681944444
anime cv,0.047458291
modern free jazz,0.379676330435
vintage schlager,0.366309445435
song poem,0.138667181633
neo-traditional country,0.0167134793478
deep orgcore,0.0217263486667
cryptic black metal,0.63116
cinematic dubstep,0.698573871795
vintage country folk,0.052896112449
vintage gospel,0.0139085885106
gothic doom,0.286685334783
deep symphonic black metal,0.214683808163
vintage reggae,0.183271602041
deep german jazz,0.439935659388
twee indie pop,0.227889887308
saxophone,0.763712195122
dark electro-industrial,0.4922880916
deep delta blues,0.218797253469
caucasian folk,0.214826511667
chip hop,0.121194402917
deep breakcore,0.401196166304
deep deep tech house,0.737382857143
deep string quartet,0.60074972
necrogrind,0.595503123333
central asian folk,0.280256446809
drone psych,0.557692760286
vintage swoon,0.0187105171429
rock noise,0.3956844092
smooth urban r&b,0.00184751860465
deep latin jazz,0.412300037949
vintage western,0.316870533125
