genre,energy
chaotic black metal,0.833979166667
classic schlager,0.453413043478
rap metalcore,0.85124
slam death metal,0.905083333333
deep ambient,0.142636206
nz indie,0.694583333333
polyphony,0.143316326531
deep progressive trance,0.7611875
galego,0.708729166667
indie fuzzpop,0.699448979592
experimental psych,0.478652
iskelma,0.423831914894
italian folk,0.561717391304
tekno,0.85312195122
shanty,0.459766
dark psytrance,0.830466666667
breton folk,0.408790909091
jig and reel,0.429559183673
military band,0.2680875
technical brutal death metal,0.956591836735
armenian folk,0.78526
gamecore,0.7003
tzadik,0.256392916667
neo-pagan,0.3691
go-go,0.831571428571
deep folk metal,0.9119375
contemporary composition,0.172875
deep canadian indie,0.71416
liturgical,0.122487346939
speedcore,0.957065217391
depressive black metal,0.568587755102
accordion,0.332295744681
skinhead reggae,0.576476190476
bulgarian rock,0.729063829787
harp,0.269789130435
ambient fusion,0.5973125
funeral doom,0.661090909091
pipe band,0.625612244898
remix,0.935469387755
screamocore,0.963346938776
danish jazz,0.205107142857
future ambient,0.629729166667
deep soft rock,0.506371428571
spoken word,0.54326
klezmer,0.4679
j-core,0.895361702128
deep german indie,0.647166666667
minimal dubstep,0.776020833333
deep sunset lounge,0.517
bemani,0.16064122449
indorock,0.622541666667
flick hop,0.802729166667
indie shoegaze,0.701541666667
vintage chanson,0.231095744681
greek house,0.706468085106
punta,0.803612244898
doujin,0.80418
corsican folk,0.467468085106
nepali,0.2836978
screamo punk,0.84512
ghettotech,0.771836734694
west african jazz,0.586827083333
college marching band,0.580918367347
kuduro,0.790444444444
neo-industrial rock,0.852816326531
greek hip hop,0.7920625
barbershop,0.25603
jazz orchestra,0.553489795918
benga,0.699775510204
brass ensemble,0.226616666667
stl indie,0.588448979592
deep happy hardcore,0.924291666667
hard glam,0.862775510204
blues-rock guitar,0.564
mantra,0.277862608696
british dance band,0.200031111111
guitar case,0.619285714286
african percussion,0.751291666667
dallas indie,0.667170212766
geek folk,0.40177
carnatic,0.467956521739
deep darkpsy,0.920555555556
triangle indie,0.80132
cumbia funk,0.7299375
thrash-groove metal,0.812760869565
outer hip hop,0.739065217391
throat singing,0.501172916667
swedish pop punk,0.930355555556
sinhala,0.623255319149
dark minimal techno,0.669022222222
chinese traditional,0.203308
deep deep house,0.664173913043
italian punk,0.831068181818
unblack metal,0.885659574468
deep vocal jazz,0.266112765957
cornetas y tambores,0.312373913043
jug band,0.412245833333
indie pop rock,0.721836734694
power noise,0.783391304348
capoeira,0.547510638298
commons,0.598455319149
post-disco soul,0.658354166667
halloween,0.535489583333
contemporary folk,0.257089795918
finnish jazz,0.506297727273
chinese indie rock,0.59
byzantine,0.165371428571
zim,0.654326086957
black sludge,0.764489795918
vintage jazz,0.279993877551
dubsteppe,0.810127659574
deep psytrance,0.683918367347
street punk,0.938434782609
breaks,0.759531914894
drama,0.246377083333
abstractro,0.465302836735
deep new wave,0.708166666667
gospel blues,0.345897916667
light music,0.188701680851
deep southern soul,0.482530612245
deep indie rock,0.632142857143
mexican traditional,0.545755102041
gothic post-punk,0.754489795918
cajun,0.65444
northern irish indie,0.649936170213
british brass band,0.235302340426
deep indie singer-songwriter,0.511939130435
noise punk,0.879645833333
traditional funk,0.685446808511
polish jazz,0.26715625
baroque ensemble,0.163882
deep ragga,0.610086956522
demoscene,0.642702173913
japanese traditional,0.1542728
deep downtempo fusion,0.523075
heavy gothic rock,0.831895833333
bangla,0.541553191489
covertrance,0.815909090909
deep vocal house,0.849111111111
deep freestyle,0.745145833333
classical organ,0.157396595745
deep full on,0.852659090909
makina,0.818276595745
c64,0.7205625
spytrack,0.469210204082
classical flute,0.156355102041
musique concrete,0.143549702128
grim death metal,0.919195652174
polka,0.607040816327
slash punk,0.795479166667
muziek voor kinderen,0.562384615385
deep jazz fusion,0.766932608696
classic eurovision,0.55816
chamber choir,0.126377916667
skiffle,0.552021276596
poetry,0.126554166667
deep funk house,0.705553191489
fallen angel,0.885770833333
electroacoustic improvisation,0.203062790698
steelpan,0.40336
belorush,0.772
fussball,0.86512244898
oratory,0.472553191489
deep east coast hip hop,0.671836734694
grisly death metal,0.940591836735
traditional reggae,0.610930232558
spanish indie rock,0.795666666667
sunset lounge,0.591604651163
early music ensemble,0.193895652174
contemporary classical,0.128599734694
lowercase,0.205934422222
punk ska,0.83744
deep progressive house,0.679555555556
indian rock,0.678041666667
clarinet,0.224898136842
deep jazz piano,0.268629574468
deep melodic death metal,0.94056
hardcore breaks,0.745152173913
skinhead oi,0.919826086957
vintage swing,0.249410869565
hatecore,0.865318181818
glitch beats,0.518955555556
villancicos,0.555742222222
deep classic garage rock,0.626723404255
deep indie pop,0.652553191489
neo soul-jazz,0.537659574468
deep pop emo,0.836177777778
traditional rockabilly,0.754446808511
deep nordic folk,0.252647708333
klapa,0.5724
deep swedish rock,0.854081632653
crossover prog,0.641822222222
football,0.701354166667
organic ambient,0.426421276596
soda pop,0.563306122449
deep chill-out,0.538847826087
deep hardcore,0.773282608696
deep filthstep,0.876159090909
wrock,0.602357142857
norwegian punk,0.720145833333
deep northern soul,0.627063829787
experimental dubstep,0.775434782609
deep free jazz,0.4134798
raw black metal,0.77314
thai indie,0.6422
classic psychedelic rock,0.538361702128
gamelan,0.235304081633
deep surf music,0.739276595745
dubstep product,0.877382978723
goa trance,0.857363636364
deep italo disco,0.747911111111
deep thrash metal,0.950958333333
deep g funk,0.619
accordeon,0.482779591837
charred death,0.919318181818
ambient dub techno,0.502057446809
slovenian rock,0.724042553191
maghreb,0.709957446809
re:techno,0.864555555556
malagasy folk,0.607108695652
hard stoner rock,0.838304347826
dark progressive house,0.673488888889
zeuhl,0.632195555556
neo honky tonk,0.614551020408
tanzlmusi,0.234066875
deep dub techno,0.54647826087
j-punk,0.899857142857
noise,0.6585944
chill groove,0.615829268293
tibetan,0.518039111111
deep punk rock,0.86025
deep power-pop punk,0.866708333333
j-poppunk,0.925363636364
italo beats,0.9619
deep space rock,0.696744680851
deep motown,0.6680625
kc indie,0.64322
new jack smooth,0.600020833333
deep nz indie,0.671861702128
alternative metalcore,0.88428305
chinese opera,0.550088888889
vintage rockabilly,0.69284
deep eurodance,0.809102040816
deep cello,0.153883673469
chill-out trance,0.6398125
german street punk,0.905934782609
terrorcore,0.908564102564
doomcore,0.855695652174
twin cities indie,0.55725
french folk,0.278296122449
glitter trance,0.775416666667
nu electro,0.749644444444
indie emo rock,0.728219512195
deep classical piano,0.100778958333
ceilidh,0.5545
alternative hardcore,0.891930232558
jangle rock,0.541604166667
skweee,0.573847826087
bulgarian folk,0.279029166667
deep neo-synthpop,0.752782608696
rhythm and boogie,0.5444875
swedish jazz orkester,0.297536734694
deep hardcore punk,0.83688372093
chinese experimental,0.63502173913
jazz composition,0.379553658537
modern downshift,0.820229166667
ethereal gothic,0.707206521739
ghoststep,0.759444444444
anime cv,0.86264
modern free jazz,0.37885
vintage schlager,0.318667391304
song poem,0.485653061224
neo-traditional country,0.680760869565
deep orgcore,0.870644444444
cryptic black metal,0.948925
cinematic dubstep,0.665153846154
vintage country folk,0.282604081633
vintage gospel,0.334906382979
gothic doom,0.789891304348
deep symphonic black metal,0.869285714286
vintage reggae,0.501020408163
deep german jazz,0.428591836735
twee indie pop,0.681346153846
saxophone,0.148204634146
dark electro-industrial,0.77542
deep delta blues,0.270810204082
caucasian folk,0.335754166667
chip hop,0.768791666667
deep breakcore,0.720130434783
deep deep tech house,0.781314285714
deep string quartet,0.105935704
necrogrind,0.8852
central asian folk,0.365453191489
drone psych,0.434771428571
vintage swoon,0.461728571429
rock noise,0.8189
smooth urban r&b,0.595046511628
deep latin jazz,0.543356410256
vintage western,0.394760416667
