,genre,energy
1027,gothic alternative,0.8862
1028,funk carioca,0.811
1029,latvian pop,0.641191489362
1030,crust punk,0.9279
1031,oshare kei,0.894708333333
1032,blackgaze,0.708306122449
1033,psych gaze,0.709163265306
1034,grunge pop,0.854346938776
1035,orquesta tropical,0.68093877551
1036,ghazal,0.5262
1037,classic venezuelan pop,0.558408163265
1038,rva indie,0.637044
1039,irish indie,0.51808
1040,denver indie,0.72078
1041,world chill,0.568734693878
1042,deep gothic post-punk,0.71088
1043,ethiopian pop,0.609795918367
1044,deep rai,0.847673913043
1045,electro dub,0.645391304348
1046,traditional ska,0.68036
1047,hungarian hip hop,0.795155555556
1048,fake,0.76142
1049,beatdown,0.88354
1050,deep acoustic pop,0.499906122449
1051,drone folk,0.311753061224
1052,canadian hip hop,0.765040816327
1053,louisville indie,0.671448
1054,dirty texas rap,0.613408163265
1055,neofolk,0.622265306122
1056,neo-rockabilly,0.71452
1057,judaica,0.65234
1058,deep flow,0.837078947368
1059,japanese psychedelic,0.633522
1060,ragtime,0.289995918367
1061,anarcho-punk,0.826
1062,workout,0.82162
1063,austrian hip hop,0.684020833333
1064,guidance,0.1331534
1065,traditional british folk,0.298271428571
1066,calypso,0.445032
1067,orquesta tipica,0.34456
1068,swiss hip hop,0.708979166667
1069,geek rock,0.655918367347
1070,deep adult standards,0.331424
1071,blaskapelle,0.462893617021
1072,classic french pop,0.70948
1073,nwothm,0.871612244898
1074,deep smooth jazz,0.66898
1075,deep dance pop,0.748816326531
1076,dark black metal,0.889346938776
1077,abstract,0.398819791667
1078,tone,0.0628264583333
1079,neo-synthpop,0.8277
1080,minimal melodic techno,0.604170212766
1081,nerdcore,0.77848
1082,ukulele,0.360442
1083,kurdish folk,0.652163265306
1084,ukrainian rock,0.659326530612
1085,kayokyoku,0.391795918367
1086,new beat,0.890041666667
1087,lithumania,0.600145833333
1088,modern southern rock,0.74728
1089,euroska,0.812104166667
1090,k-rock,0.50306122449
1091,classic soundtrack,0.361768
1092,zouglou,0.867265306122
1093,australian indie,0.70086
1094,indie emo,0.752224489796
1095,lo star,0.64312
1096,atmospheric post-metal,0.70986
1097,broken beat,0.65522
1098,acousmatic,0.13030498
1099,minimal wave,0.732571428571
1100,solipsynthm,0.704244897959
1101,swedish prog,0.608788
1102,alternative americana,0.516293877551
1103,darkstep,0.877244897959
1104,nl folk,0.626386
1105,marching band,0.423576938776
1106,lounge house,0.608510638298
1107,semba,0.6025625
1108,underground power pop,0.6886
1109,psychedelic blues-rock,0.652166666667
1110,crack rock steady,0.90826
1111,vegan straight edge,0.683775510204
1112,motivation,0.170952
1113,schranz,0.805571428571
1114,traditional swing,0.673520833333
1115,chalga,0.754612244898
1116,musiikkia lapsille,0.472067391304
1117,footwork,0.7059
1118,breakcore,0.657591836735
1119,yoik,0.467995833333
1120,leeds indie,0.719448979592
1121,tribute,0.626816326531
1122,funky breaks,0.816510204082
1123,indian classical,0.326836875
1124,didgeridoo,0.564959574468
1125,classic dutch pop,0.641448979592
1126,slc indie,0.6712
1127,deep contemporary country,0.587489795918
1128,danish indie,0.6060625
1129,belgian indie,0.589833333333
1130,jazz brass,0.314804081633
1131,deep brazilian pop,0.39320212766
1132,corrosion,0.7734
1133,black death,0.92964
1134,japanese jazztronica,0.7766
1135,electro trash,0.830163265306
1136,classic afrobeat,0.73892
1137,gothic americana,0.634755102041
1138,slavic metal,0.86356
1139,dark hardcore,0.976891304348
1140,scratch,0.616469387755
1141,traditional scottish folk,0.532587755102
1142,hebrew pop,0.81092
1143,garage punk blues,0.66712
1144,hindustani classical,0.286268958333
1145,indie singer-songwriter,0.354416
1146,deep german punk,0.83552173913
1147,deep disco,0.66492
1148,electronicore,0.914510204082
1149,zydeco,0.77324
1150,usbm,0.76798
1151,string folk,0.203687755102
1152,beach music,0.621369565217
1153,luk thung,0.527469387755
1154,michigan indie,0.56758
1155,south african jazz,0.58268
1156,islamic recitation,0.202324489796
1157,spanish invasion,0.633270833333
1158,russian alternative,0.776416666667
1159,deep orchestral,0.0793353191489
1160,mallet,0.400839583333
1161,dark ambient,0.180703061224
1162,ragga jungle,0.834520833333
1163,progressive alternative,0.81118
1164,fast melodic punk,0.964869565217
1165,martial industrial,0.579368421053
1166,deep discofox,0.930183673469
1167,enka,0.35875
1168,kwaito,0.647346938776
1169,porro,0.58736
1170,power violence,0.89436
1171,finnish hardcore,0.892409090909
1172,neurostep,0.8531875
1173,classic russian pop,0.802469387755
1174,vapor house,0.707897959184
1175,deep melodic hard rock,0.905734693878
1176,downtempo fusion,0.715952
1177,ostrock,0.62697826087
1178,spanish classical,0.261691489362
1179,monastic,0.116866734694
1180,string band,0.6161
1181,ambient psychill,0.600183673469
1182,faroese pop,0.442351020408
1183,musica per bambini,0.437197916667
1184,rebetiko,0.552541666667
1185,romanian rock,0.677787234043
1186,panpipe,0.479566666667
1187,afrikaans,0.730875
1188,abstract idm,0.455579591837
1189,deep psychobilly,0.82718
1190,ugandan pop,0.78146
1191,bass trip,0.62314
1192,power electronics,0.8006
1193,french punk,0.881612244898
1194,library music,0.525795918367
1195,j-reggae,0.727239130435
1196,russian folk,0.467016
1197,musique pour enfants,0.33862244898
1198,hard house,0.8595625
1199,concert piano,0.139608979592
1200,trash rock,0.870416666667
1201,wind ensemble,0.0996812
1202,deep liquid bass,0.786489361702
1203,deep jazz guitar,0.254412244898
1204,norwegian jazz,0.196264871795
1205,neo metal,0.899632653061
1206,gospel reggae,0.697375
1207,traditional soul,0.63532
1208,persian traditional,0.237848
1209,coupe decale,0.883142857143
1210,italian progressive rock,0.59687755102
1211,manele,0.814170212766
1212,magyar,0.529161363636
1213,melodic progressive metal,0.896869565217
1214,japanoise,0.636370367347
1215,bay area hip hop,0.66482
1216,german ccm,0.537793478261
1217,bossa nova jazz,0.520164583333
1218,deep opera,0.234511111111
1219,greek indie,0.681510204082
1220,consort,0.150753673469
1221,chaotic black metal,0.833979166667
1222,classic schlager,0.453413043478
1223,rap metalcore,0.85124
1224,slam death metal,0.905083333333
1225,deep ambient,0.142636206
1226,nz indie,0.694583333333
1227,polyphony,0.143316326531
1228,deep progressive trance,0.7611875
1229,galego,0.708729166667
1230,indie fuzzpop,0.699448979592
1231,experimental psych,0.478652
1232,iskelma,0.423831914894
1233,italian folk,0.561717391304
1234,tekno,0.85312195122
1235,shanty,0.459766
1236,dark psytrance,0.830466666667
1237,breton folk,0.408790909091
1238,jig and reel,0.429559183673
1239,military band,0.2680875
1240,technical brutal death metal,0.956591836735
1241,armenian folk,0.78526
1242,gamecore,0.7003
1243,tzadik,0.256392916667
1244,neo-pagan,0.3691
1245,go-go,0.831571428571
1246,deep folk metal,0.9119375
1247,contemporary composition,0.172875
1248,deep canadian indie,0.71416
1249,liturgical,0.122487346939
1250,speedcore,0.957065217391
1251,depressive black metal,0.568587755102
1252,accordion,0.332295744681
1253,skinhead reggae,0.576476190476
1254,bulgarian rock,0.729063829787
1255,harp,0.269789130435
1256,ambient fusion,0.5973125
1257,funeral doom,0.661090909091
1258,pipe band,0.625612244898
1259,remix,0.935469387755
1260,screamocore,0.963346938776
1261,danish jazz,0.205107142857
1262,future ambient,0.629729166667
1263,deep soft rock,0.506371428571
1264,spoken word,0.54326
1265,klezmer,0.4679
1266,j-core,0.895361702128
1267,deep german indie,0.647166666667
1268,minimal dubstep,0.776020833333
1269,deep sunset lounge,0.517
1270,bemani,0.16064122449
1271,indorock,0.622541666667
1272,flick hop,0.802729166667
1273,indie shoegaze,0.701541666667
1274,vintage chanson,0.231095744681
1275,greek house,0.706468085106
1276,punta,0.803612244898
1277,doujin,0.80418
1278,corsican folk,0.467468085106
1279,nepali,0.2836978
1280,screamo punk,0.84512
1281,ghettotech,0.771836734694
1282,west african jazz,0.586827083333
1283,college marching band,0.580918367347
1284,kuduro,0.790444444444
1285,neo-industrial rock,0.852816326531
1286,greek hip hop,0.7920625
1287,barbershop,0.25603
1288,jazz orchestra,0.553489795918
1289,benga,0.699775510204
1290,brass ensemble,0.226616666667
1291,stl indie,0.588448979592
1292,deep happy hardcore,0.924291666667
1293,hard glam,0.862775510204
1294,blues-rock guitar,0.564
1295,mantra,0.277862608696
1296,british dance band,0.200031111111
1297,guitar case,0.619285714286
1298,african percussion,0.751291666667
1299,dallas indie,0.667170212766
1300,geek folk,0.40177
1301,carnatic,0.467956521739
1302,deep darkpsy,0.920555555556
1303,triangle indie,0.80132
1304,cumbia funk,0.7299375
1305,thrash-groove metal,0.812760869565
1306,outer hip hop,0.739065217391
1307,throat singing,0.501172916667
1308,swedish pop punk,0.930355555556
1309,sinhala,0.623255319149
1310,dark minimal techno,0.669022222222
1311,chinese traditional,0.203308
1312,deep deep house,0.664173913043
1313,italian punk,0.831068181818
1314,unblack metal,0.885659574468
1315,deep vocal jazz,0.266112765957
1316,cornetas y tambores,0.312373913043
1317,jug band,0.412245833333
1318,indie pop rock,0.721836734694
1319,power noise,0.783391304348
1320,capoeira,0.547510638298
1321,commons,0.598455319149
1322,post-disco soul,0.658354166667
1323,halloween,0.535489583333
1324,contemporary folk,0.257089795918
1325,finnish jazz,0.506297727273
1326,chinese indie rock,0.59
1327,byzantine,0.165371428571
1328,zim,0.654326086957
1329,black sludge,0.764489795918
1330,vintage jazz,0.279993877551
1331,dubsteppe,0.810127659574
1332,deep psytrance,0.683918367347
1333,street punk,0.938434782609
1334,breaks,0.759531914894
1335,drama,0.246377083333
1336,abstractro,0.465302836735
1337,deep new wave,0.708166666667
1338,gospel blues,0.345897916667
1339,light music,0.188701680851
1340,deep southern soul,0.482530612245
1341,deep indie rock,0.632142857143
1342,mexican traditional,0.545755102041
1343,gothic post-punk,0.754489795918
1344,cajun,0.65444
1345,northern irish indie,0.649936170213
1346,british brass band,0.235302340426
1347,deep indie singer-songwriter,0.511939130435
1348,noise punk,0.879645833333
1349,traditional funk,0.685446808511
1350,polish jazz,0.26715625
1351,baroque ensemble,0.163882
1352,deep ragga,0.610086956522
1353,demoscene,0.642702173913
1354,japanese traditional,0.1542728
1355,deep downtempo fusion,0.523075
1356,heavy gothic rock,0.831895833333
1357,bangla,0.541553191489
1358,covertrance,0.815909090909
1359,deep vocal house,0.849111111111
1360,deep freestyle,0.745145833333
1361,classical organ,0.157396595745
1362,deep full on,0.852659090909
1363,makina,0.818276595745
1364,c64,0.7205625
1365,spytrack,0.469210204082
1366,classical flute,0.156355102041
1367,musique concrete,0.143549702128
1368,grim death metal,0.919195652174
1369,polka,0.607040816327
1370,slash punk,0.795479166667
1371,muziek voor kinderen,0.562384615385
1372,deep jazz fusion,0.766932608696
1373,classic eurovision,0.55816
1374,chamber choir,0.126377916667
1375,skiffle,0.552021276596
1376,poetry,0.126554166667
1377,deep funk house,0.705553191489
1378,fallen angel,0.885770833333
1379,electroacoustic improvisation,0.203062790698
1380,steelpan,0.40336
1381,belorush,0.772
1382,fussball,0.86512244898
1383,oratory,0.472553191489
1384,deep east coast hip hop,0.671836734694
1385,grisly death metal,0.940591836735
1386,traditional reggae,0.610930232558
1387,spanish indie rock,0.795666666667
1388,sunset lounge,0.591604651163
1389,early music ensemble,0.193895652174
1390,contemporary classical,0.128599734694
1391,lowercase,0.205934422222
1392,punk ska,0.83744
1393,deep progressive house,0.679555555556
1394,indian rock,0.678041666667
1395,clarinet,0.224898136842
1396,deep jazz piano,0.268629574468
1397,deep melodic death metal,0.94056
1398,hardcore breaks,0.745152173913
1399,skinhead oi,0.919826086957
1400,vintage swing,0.249410869565
1401,hatecore,0.865318181818
1402,glitch beats,0.518955555556
1403,villancicos,0.555742222222
1404,deep classic garage rock,0.626723404255
1405,deep indie pop,0.652553191489
1406,neo soul-jazz,0.537659574468
1407,deep pop emo,0.836177777778
1408,traditional rockabilly,0.754446808511
1409,deep nordic folk,0.252647708333
1410,klapa,0.5724
1411,deep swedish rock,0.854081632653
1412,crossover prog,0.641822222222
1413,football,0.701354166667
1414,organic ambient,0.426421276596
1415,soda pop,0.563306122449
1416,deep chill-out,0.538847826087
1417,deep hardcore,0.773282608696
1418,deep filthstep,0.876159090909
1419,wrock,0.602357142857
1420,norwegian punk,0.720145833333
1421,deep northern soul,0.627063829787
1422,experimental dubstep,0.775434782609
1423,deep free jazz,0.4134798
1424,raw black metal,0.77314
1425,thai indie,0.6422
1426,classic psychedelic rock,0.538361702128
1427,gamelan,0.235304081633
1428,deep surf music,0.739276595745
1429,dubstep product,0.877382978723
1430,goa trance,0.857363636364
1431,deep italo disco,0.747911111111
1432,deep thrash metal,0.950958333333
1433,deep g funk,0.619
1434,accordeon,0.482779591837
1435,charred death,0.919318181818
1436,ambient dub techno,0.502057446809
1437,slovenian rock,0.724042553191
1438,maghreb,0.709957446809
1439,re:techno,0.864555555556
1440,malagasy folk,0.607108695652
1441,hard stoner rock,0.838304347826
1442,dark progressive house,0.673488888889
1443,zeuhl,0.632195555556
1444,neo honky tonk,0.614551020408
1445,tanzlmusi,0.234066875
1446,deep dub techno,0.54647826087
1447,j-punk,0.899857142857
1448,noise,0.6585944
1449,chill groove,0.615829268293
1450,tibetan,0.518039111111
1451,deep punk rock,0.86025
1452,deep power-pop punk,0.866708333333
1453,j-poppunk,0.925363636364
1454,italo beats,0.9619
1455,deep space rock,0.696744680851
1456,deep motown,0.6680625
1457,kc indie,0.64322
1458,new jack smooth,0.600020833333
1459,deep nz indie,0.671861702128
1460,alternative metalcore,0.88428305
1461,chinese opera,0.550088888889
1462,vintage rockabilly,0.69284
1463,deep eurodance,0.809102040816
1464,deep cello,0.153883673469
1465,chill-out trance,0.6398125
1466,german street punk,0.905934782609
1467,terrorcore,0.908564102564
1468,doomcore,0.855695652174
1469,twin cities indie,0.55725
1470,french folk,0.278296122449
1471,glitter trance,0.775416666667
1472,nu electro,0.749644444444
1473,indie emo rock,0.728219512195
1474,deep classical piano,0.100778958333
1475,ceilidh,0.5545
1476,alternative hardcore,0.891930232558
1477,jangle rock,0.541604166667
1478,skweee,0.573847826087
1479,bulgarian folk,0.279029166667
1480,deep neo-synthpop,0.752782608696
1481,rhythm and boogie,0.5444875
1482,swedish jazz orkester,0.297536734694
1483,deep hardcore punk,0.83688372093
1484,chinese experimental,0.63502173913
1485,jazz composition,0.379553658537
1486,modern downshift,0.820229166667
1487,ethereal gothic,0.707206521739
1488,ghoststep,0.759444444444
1489,anime cv,0.86264
1490,modern free jazz,0.37885
1491,vintage schlager,0.318667391304
1492,song poem,0.485653061224
1493,neo-traditional country,0.680760869565
1494,deep orgcore,0.870644444444
1495,cryptic black metal,0.948925
1496,cinematic dubstep,0.665153846154
1497,vintage country folk,0.282604081633
1498,vintage gospel,0.334906382979
1499,gothic doom,0.789891304348
1500,deep symphonic black metal,0.869285714286
1501,vintage reggae,0.501020408163
1502,deep german jazz,0.428591836735
1503,twee indie pop,0.681346153846
1504,saxophone,0.148204634146
1505,dark electro-industrial,0.77542
1506,deep delta blues,0.270810204082
1507,caucasian folk,0.335754166667
1508,chip hop,0.768791666667
1509,deep breakcore,0.720130434783
1510,deep deep tech house,0.781314285714
1511,deep string quartet,0.105935704
1512,necrogrind,0.8852
1513,central asian folk,0.365453191489
1514,drone psych,0.434771428571
1515,vintage swoon,0.461728571429
1516,rock noise,0.8189
1517,smooth urban r&b,0.595046511628
1518,deep latin jazz,0.543356410256
1519,vintage western,0.394760416667
