,genre,instrumentalness
952,chanson quebecois,0.035675684375
953,girl group,0.0290573298
954,brazilian composition,0.6445316875
955,digital hardcore,0.297690853
956,hip hop tuga,0.0930712995745
957,hip hop quebecois,0.016871110625
958,deep neofolk,0.0640645767347
959,vintage french electronic,0.464062662857
960,samba-enredo,0.0225674904348
961,vocaloid,0.183235577755
962,italian jazz,0.6640724
963,croatian pop,0.00547450770833
964,spanish folk,0.0112429002
965,hard minimal techno,0.671532653061
966,vintage tango,0.2753260968
967,desert blues,0.3361536448
968,garage punk,0.1997192632
969,bounce,0.0184874811364
970,hiplife,0.0144055027083
971,mexican son,0.020221769375
972,german oi,0.0338411128571
973,classical guitar,0.852371118367
974,drumfunk,0.62037072449
975,czech hip hop,0.000292131304348
976,appalachian folk,0.0482310055102
977,vietnamese pop,0.002187809
978,balkan brass,0.2478126324
979,free improvisation,0.501593265957
980,riot grrrl,0.140690523
981,rosary,0.3167713796
982,electronica,0.6100792832
983,underground latin hip hop,0.000291287291667
984,karneval,0.00154273042553
985,serialism,0.709313530612
986,cante flamenco,0.112454528511
987,tico,0.0307635673469
988,boogie-woogie,0.091118503
989,morna,0.0135407046
990,ecuadoria,0.000313986530612
991,traditional rock 'n roll,0.0431902558
992,estonian pop,0.0761564868
993,tin pan alley,0.3822786366
994,german show tunes,0.01968975175
995,disco polo,0.0113106776
996,portuguese pop,0.00168629195652
997,mbalax,0.0730240636735
998,harpsichord,0.635072326
999,deep soundtrack,0.7804613176
1000,polish indie,0.052111734898
1001,cyber metal,0.153009091429
1002,kids dance party,0.0369043528
1003,metal guitar,0.67274662
1004,thrash core,0.337802688
1005,outsider,0.188566856122
1006,full on,0.727125
1007,composition d,0.695981097917
1008,deep liquid,0.408366910204
1009,kompa,0.0128250988
1010,new age piano,0.88696
1011,heavy alternative,0.0102070636735
1012,jumpstyle,0.1403527114
1013,electropunk,0.3351938852
1014,classic czech pop,0.00050383627907
1015,stomp and whittle,0.0482294916
1016,slovak hip hop,0.002678838
1017,beats,0.669840934898
1018,brutal deathcore,0.1598234794
1019,finnish indie,0.472234594375
1020,makossa,0.0225691557143
1021,qawwali,0.0048406382
1022,kwaito house,0.167789403061
1023,witch house,0.362850656327
1024,j-ambient,0.626323685714
1025,atmospheric post rock,0.750657168
1026,zillertal,0.260849669783
1027,gothic alternative,0.012006754
1028,funk carioca,0.000103115208333
1029,latvian pop,0.0913194380851
1030,crust punk,0.362188832
1031,oshare kei,0.07588791375
1032,blackgaze,0.718427755102
1033,psych gaze,0.506673189592
1034,grunge pop,0.0155541955102
1035,orquesta tropical,0.00405453081633
1036,ghazal,0.0308934722
1037,classic venezuelan pop,0.00947346918367
1038,rva indie,0.216438797
1039,irish indie,0.1603721844
1040,denver indie,0.1364786934
1041,world chill,0.469257081633
1042,deep gothic post-punk,0.3732973352
1043,ethiopian pop,0.226414572857
1044,deep rai,0.00481154608696
1045,electro dub,0.416981908261
1046,traditional ska,0.081537032
1047,hungarian hip hop,0.00258818622222
1048,fake,0.09143335
1049,beatdown,0.188147008
1050,deep acoustic pop,0.0765088844898
1051,drone folk,0.765753408163
1052,canadian hip hop,0.00123594020408
1053,louisville indie,0.1374625244
1054,dirty texas rap,0.000807512857143
1055,neofolk,0.341534174082
1056,neo-rockabilly,0.0185916496
1057,judaica,0.015027176
1058,deep flow,0.00606826947368
1059,japanese psychedelic,0.4865642086
1060,ragtime,0.69326361898
1061,anarcho-punk,0.1183047704
1062,workout,0.1768257806
1063,austrian hip hop,0.197773903958
1064,guidance,0.053179296
1065,traditional british folk,0.0597190732653
1066,calypso,0.024721502
1067,orquesta tipica,0.2360188188
1068,swiss hip hop,0.11853709125
1069,geek rock,0.0555735989796
1070,deep adult standards,0.0056232924
1071,blaskapelle,0.620797554468
1072,classic french pop,0.0066219458
1073,nwothm,0.133397205714
1074,deep smooth jazz,0.498394466
1075,deep dance pop,0.0134097895918
1076,dark black metal,0.624024489796
1077,abstract,0.768368333333
1078,tone,0.853358958333
1079,neo-synthpop,0.1671987282
1080,minimal melodic techno,0.66077566617
1081,nerdcore,0.000611484
1082,ukulele,0.3147307404
1083,kurdish folk,0.000283541020408
1084,ukrainian rock,0.0116248759184
1085,kayokyoku,0.00205541
1086,new beat,0.264000476042
1087,lithumania,0.17624663875
1088,modern southern rock,0.0079013394
1089,euroska,0.0695390516667
1090,k-rock,0.0510825326531
1091,classic soundtrack,0.5681158158
1092,zouglou,0.0160077997959
1093,australian indie,0.3112767642
1094,indie emo,0.309040031224
1095,lo star,0.1387399514
1096,atmospheric post-metal,0.69391176
1097,broken beat,0.1921585656
1098,acousmatic,0.72027146
1099,minimal wave,0.372450455102
1100,solipsynthm,0.0682732240816
1101,swedish prog,0.406789258
1102,alternative americana,0.0971030493878
1103,darkstep,0.542264990816
1104,nl folk,0.0007551408
1105,marching band,0.770755230612
1106,lounge house,0.530159748298
1107,semba,0.0268449539583
1108,underground power pop,0.002334581
1109,psychedelic blues-rock,0.19884647
1110,crack rock steady,0.0897395248
1111,vegan straight edge,0.0832964461224
1112,motivation,0.0136871338
1113,schranz,0.817279591837
1114,traditional swing,0.0495900614583
1115,chalga,0.0276919273469
1116,musiikkia lapsille,0.00857739826087
1117,footwork,0.4093688072
1118,breakcore,0.65628044898
1119,yoik,0.223314893333
1120,leeds indie,0.24254833551
1121,tribute,0.194845522653
1122,funky breaks,0.406984032857
1123,indian classical,0.359889313333
1124,didgeridoo,0.511582142553
1125,classic dutch pop,0.0707315026531
1126,slc indie,0.1065234884
1127,deep contemporary country,0.000625933877551
1128,danish indie,0.396055890208
1129,belgian indie,0.122110435625
1130,jazz brass,0.57880244898
1131,deep brazilian pop,0.230386657234
1132,corrosion,0.404462956
1133,black death,0.6704418
1134,japanese jazztronica,0.2678180922
1135,electro trash,0.351686829388
1136,classic afrobeat,0.1915190232
1137,gothic americana,0.0201201114286
1138,slavic metal,0.2760327376
1139,dark hardcore,0.151549126087
1140,scratch,0.316237346735
1141,traditional scottish folk,0.179079494082
1142,hebrew pop,0.0003982592
1143,garage punk blues,0.0703836098
1144,hindustani classical,0.375192507917
1145,indie singer-songwriter,0.014959557
1146,deep german punk,0.0753293621739
1147,deep disco,0.2386045508
1148,electronicore,0.0226423461224
1149,zydeco,0.003334952
1150,usbm,0.766948
1151,string folk,0.596785504082
1152,beach music,0.000301816521739
1153,luk thung,0.041005367551
1154,michigan indie,0.0523065292
1155,south african jazz,0.2646474132
1156,islamic recitation,1.35630612245e-05
1157,spanish invasion,0.0154329625
1158,russian alternative,0.058663380625
1159,deep orchestral,0.849174170213
1160,mallet,0.463746621458
1161,dark ambient,0.882895918367
1162,ragga jungle,0.0470832622917
1163,progressive alternative,0.0017557798
1164,fast melodic punk,0.0156272034783
1165,martial industrial,0.459424413158
1166,deep discofox,0.0134325983673
1167,enka,0.0110411654167
1168,kwaito,0.0958459408163
1169,porro,0.0532907486
1170,power violence,0.40752676
1171,finnish hardcore,0.157359331818
1172,neurostep,0.192469275833
1173,classic russian pop,0.0178795142857
1174,vapor house,0.325793461224
1175,deep melodic hard rock,0.00720999693878
1176,downtempo fusion,0.3343520418
1177,ostrock,0.121557569783
1178,spanish classical,0.423658254681
1179,monastic,0.595813265306
1180,string band,0.1653020356
1181,ambient psychill,0.755104081633
1182,faroese pop,0.131069890204
1183,musica per bambini,0.0950367460417
1184,rebetiko,0.0474823502083
1185,romanian rock,0.0383437438298
1186,panpipe,0.4041697125
1187,afrikaans,0.004239989375
1188,abstract idm,0.599841954082
1189,deep psychobilly,0.0851953782
1190,ugandan pop,0.0012091606
1191,bass trip,0.3235558986
1192,power electronics,0.0182245026
1193,french punk,0.0644615265306
1194,library music,0.582078979592
1195,j-reggae,0.0456263636957
1196,russian folk,0.1536566724
1197,musique pour enfants,0.0687336938776
1198,hard house,0.571314504792
1199,concert piano,0.811428571429
1200,trash rock,0.0453055229167
1201,wind ensemble,0.5504251198
1202,deep liquid bass,0.613150259574
1203,deep jazz guitar,0.803649326531
1204,norwegian jazz,0.595679871795
1205,neo metal,0.0307804304082
1206,gospel reggae,0.000323881458333
1207,traditional soul,0.0563990278
1208,persian traditional,0.2174814634
1209,coupe decale,0.0168459120408
1210,italian progressive rock,0.346649343469
1211,manele,0.0029051006383
1212,magyar,0.155344416364
1213,melodic progressive metal,0.0371292080435
1214,japanoise,0.425618042857
1215,bay area hip hop,0.0069237886
1216,german ccm,0.0199624745652
1217,bossa nova jazz,0.38517444125
1218,deep opera,0.096233104
1219,greek indie,0.220085820816
1220,consort,0.410586489796
1221,chaotic black metal,0.680281458333
1222,classic schlager,0.0583609306522
1223,rap metalcore,0.003932759
1224,slam death metal,0.63666046
1225,deep ambient,0.85551742
1226,nz indie,0.281230809792
1227,polyphony,0.0963373761224
1228,deep progressive trance,0.597683223333
1229,galego,0.112934227083
1230,indie fuzzpop,0.062008264898
1231,experimental psych,0.5192565746
1232,iskelma,0.129555840213
1233,italian folk,0.0403669876087
1234,tekno,0.351133886585
1235,shanty,0.0004312896
1236,dark psytrance,0.615892584444
1237,breton folk,0.351845389318
1238,jig and reel,0.25958411898
1239,military band,0.0555626247917
1240,technical brutal death metal,0.550831020408
1241,armenian folk,0.002070719
1242,gamecore,0.56412584
1243,tzadik,0.556321586042
1244,neo-pagan,0.0940972622
1245,go-go,0.0282438212245
1246,deep folk metal,0.221919195208
1247,contemporary composition,0.587459456042
1248,deep canadian indie,0.0425873436
1249,liturgical,0.38341142898
1250,speedcore,0.31227091413
1251,depressive black metal,0.724341632653
1252,accordion,0.515119234043
1253,skinhead reggae,0.335730052143
1254,bulgarian rock,0.017680423617
1255,harp,0.806013043478
1256,ambient fusion,0.712835629167
1257,funeral doom,0.545621751818
1258,pipe band,0.560365020408
1259,remix,0.116713915714
1260,screamocore,0.267246145714
1261,danish jazz,0.621698406122
1262,future ambient,0.411464302083
1263,deep soft rock,0.0606987069388
1264,spoken word,0.0040893498
1265,klezmer,0.335691711429
1266,j-core,0.332022939787
1267,deep german indie,0.126773265714
1268,minimal dubstep,0.47282848125
1269,deep sunset lounge,0.731192531818
1270,bemani,0.10337806551
1271,indorock,0.301833673542
1272,flick hop,0.01891811625
1273,indie shoegaze,0.588315610417
1274,vintage chanson,0.00700917531915
1275,greek house,0.545695872766
1276,punta,0.0152986167347
1277,doujin,0.3159960762
1278,corsican folk,0.290223729362
1279,nepali,0.4106050726
1280,screamo punk,0.40801428
1281,ghettotech,0.268211682857
1282,west african jazz,0.247152647708
1283,college marching band,0.602028810408
1284,kuduro,0.225286997778
1285,neo-industrial rock,0.0531837487755
1286,greek hip hop,0.0359964370833
1287,barbershop,0.00102659
1288,jazz orchestra,0.559562244898
1289,benga,0.00500315857143
1290,brass ensemble,0.8463
1291,stl indie,0.0305909330612
1292,deep happy hardcore,0.243850216458
1293,hard glam,0.0349138789796
1294,blues-rock guitar,0.0503367485106
1295,mantra,0.002016525
1296,british dance band,0.307527588889
1297,guitar case,0.0490262930612
1298,african percussion,0.117518953542
1299,dallas indie,0.570042764468
1300,geek folk,0.0051920908
1301,carnatic,0.0781379623913
1302,deep darkpsy,0.684155587333
1303,triangle indie,0.137061634
1304,cumbia funk,0.128670300208
1305,thrash-groove metal,0.154139266304
1306,outer hip hop,0.0147947647826
1307,throat singing,0.186358455833
1308,swedish pop punk,0.15392624
1309,sinhala,0.0312032248936
1310,dark minimal techno,0.8188
1311,chinese traditional,0.5322223006
1312,deep deep house,0.674005217391
1313,italian punk,0.0561410545455
1314,unblack metal,0.340322444681
1315,deep vocal jazz,0.00402929170213
1316,cornetas y tambores,0.705282644565
1317,jug band,0.0863357354167
1318,indie pop rock,0.118821552245
1319,power noise,0.556316841304
1320,capoeira,0.0104688610638
1321,commons,0.329985182128
1322,post-disco soul,0.0367153227083
1323,halloween,0.304228882083
1324,contemporary folk,0.00888171163265
1325,finnish jazz,0.505192855227
1326,chinese indie rock,0.0961475248936
1327,byzantine,0.444466362245
1328,zim,0.070907581087
1329,black sludge,0.579269591837
1330,vintage jazz,0.293435069184
1331,dubsteppe,0.162533739149
1332,deep psytrance,0.543227714286
1333,street punk,0.061021738913
1334,breaks,0.606824246809
1335,drama,0.0253186858333
1336,abstractro,0.76552244898
1337,deep new wave,0.113323003958
1338,gospel blues,0.026403929375
1339,light music,0.74395032766
1340,deep southern soul,0.0492604259184
1341,deep indie rock,0.123910801224
1342,mexican traditional,0.000169616938776
1343,gothic post-punk,0.38913355551
1344,cajun,0.0473272674
1345,northern irish indie,0.270248679362
1346,british brass band,0.808972340426
1347,deep indie singer-songwriter,0.01092686
1348,noise punk,0.314105308125
1349,traditional funk,0.515608647234
1350,polish jazz,0.561481354167
1351,baroque ensemble,0.4427901448
1352,deep ragga,0.000110851521739
1353,demoscene,0.388331658913
1354,japanese traditional,0.6201766
1355,deep downtempo fusion,0.647786017083
1356,heavy gothic rock,0.206393179583
1357,bangla,0.00679870531915
1358,covertrance,0.239923670227
1359,deep vocal house,0.0336665608889
1360,deep freestyle,0.133766735417
1361,classical organ,0.626293714894
1362,deep full on,0.3565197225
1363,makina,0.43313562766
1364,c64,0.0828554097917
1365,spytrack,0.681330816327
1366,classical flute,0.599444406939
1367,musique concrete,0.660008706809
1368,grim death metal,0.545128291304
1369,polka,0.150618297551
1370,slash punk,0.1804608075
1371,muziek voor kinderen,0.169836727692
1372,deep jazz fusion,0.725691365435
1373,classic eurovision,0.0167013306
1374,chamber choir,0.384455020833
1375,skiffle,0.0872808493617
1376,poetry,0.052848198125
1377,deep funk house,0.511544924043
1378,fallen angel,0.0301716745833
1379,electroacoustic improvisation,0.736879215349
1380,steelpan,0.63688698
1381,belorush,0.037333897234
1382,fussball,1.88012244898e-05
1383,oratory,0.0659699059574
1384,deep east coast hip hop,0.127408369796
1385,grisly death metal,0.695540204082
1386,traditional reggae,0.0665869053488
1387,spanish indie rock,0.318605016875
1388,sunset lounge,0.645367651163
1389,early music ensemble,0.647163704348
1390,contemporary classical,0.394540650408
1391,lowercase,0.710745533333
1392,punk ska,0.0295997546
1393,deep progressive house,0.778044480444
1394,indian rock,0.1932752575
1395,clarinet,0.645991339474
1396,deep jazz piano,0.827218723404
1397,deep melodic death metal,0.3248249882
1398,hardcore breaks,0.308432173913
1399,skinhead oi,0.0652944193478
1400,vintage swing,0.248811225435
1401,hatecore,0.156566322727
1402,glitch beats,0.793644444444
1403,villancicos,0.00113886711111
1404,deep classic garage rock,0.0721968223404
1405,deep indie pop,0.163167441064
1406,neo soul-jazz,0.00193043382979
1407,deep pop emo,0.00373915688889
1408,traditional rockabilly,0.0694789487234
1409,deep nordic folk,0.329725920833
1410,klapa,1.29324444444e-05
1411,deep swedish rock,0.0389043722449
1412,crossover prog,0.135319722889
1413,football,0.309648322917
1414,organic ambient,0.758580912979
1415,soda pop,0.00268124040816
1416,deep chill-out,0.564745300217
1417,deep hardcore,0.351465986957
1418,deep filthstep,0.450921162955
1419,wrock,0.00547050102041
1420,norwegian punk,0.064416895
1421,deep northern soul,0.0767606302128
1422,experimental dubstep,0.435980882609
1423,deep free jazz,0.425123787
1424,raw black metal,0.578781704
1425,thai indie,0.0734460604444
1426,classic psychedelic rock,0.0739229502128
1427,gamelan,0.687659061224
1428,deep surf music,0.707508346809
1429,dubstep product,0.15501721766
1430,goa trance,0.684818181818
1431,deep italo disco,0.222067088889
1432,deep thrash metal,0.222792166667
1433,deep g funk,0.00691939673913
1434,accordeon,0.099408075102
1435,charred death,0.404635295455
1436,ambient dub techno,0.757453191489
1437,slovenian rock,0.0989067346809
1438,maghreb,0.0609164568085
1439,re:techno,0.853555555556
1440,malagasy folk,0.0776743406522
1441,hard stoner rock,0.266636795652
1442,dark progressive house,0.82
1443,zeuhl,0.416969772444
1444,neo honky tonk,0.00722945612245
1445,tanzlmusi,0.584395833333
1446,deep dub techno,0.633195921739
1447,j-punk,0.0398691104082
1448,noise,0.351251693778
1449,chill groove,0.594973583659
1450,tibetan,0.169693953778
1451,deep punk rock,0.148557323864
1452,deep power-pop punk,0.052089868125
1453,j-poppunk,0.0992265913636
1454,italo beats,0.1710853525
1455,deep space rock,0.576267500426
1456,deep motown,0.1376728325
1457,kc indie,0.1565113396
1458,new jack smooth,0.000996767708333
1459,deep nz indie,0.270348021277
1460,alternative metalcore,0.0150738873913
1461,chinese opera,0.00810461911111
1462,vintage rockabilly,0.0314336434
1463,deep eurodance,0.146004359388
1464,deep cello,0.834236734694
1465,chill-out trance,0.585903149583
1466,german street punk,0.145768429783
1467,terrorcore,0.519142820513
1468,doomcore,0.7100725
1469,twin cities indie,0.0502289429167
1470,french folk,0.132833388776
1471,glitter trance,0.669369416458
1472,nu electro,0.6305145
1473,indie emo rock,0.117381103902
1474,deep classical piano,0.8873125
1475,ceilidh,0.360783257292
1476,alternative hardcore,0.0661056697674
1477,jangle rock,0.281078603125
1478,skweee,0.489421021739
1479,bulgarian folk,0.113822149792
1480,deep neo-synthpop,0.230680845435
1481,rhythm and boogie,0.0265380579167
1482,swedish jazz orkester,0.468066116327
1483,deep hardcore punk,0.0409493553488
1484,chinese experimental,0.422918369565
1485,jazz composition,0.441735540488
1486,modern downshift,0.0366196010417
1487,ethereal gothic,0.305740067391
1488,ghoststep,0.538681944444
1489,anime cv,0.047458291
1490,modern free jazz,0.379676330435
1491,vintage schlager,0.366309445435
1492,song poem,0.138667181633
1493,neo-traditional country,0.0167134793478
1494,deep orgcore,0.0217263486667
1495,cryptic black metal,0.63116
1496,cinematic dubstep,0.698573871795
1497,vintage country folk,0.052896112449
1498,vintage gospel,0.0139085885106
1499,gothic doom,0.286685334783
1500,deep symphonic black metal,0.214683808163
1501,vintage reggae,0.183271602041
1502,deep german jazz,0.439935659388
1503,twee indie pop,0.227889887308
1504,saxophone,0.763712195122
1505,dark electro-industrial,0.4922880916
1506,deep delta blues,0.218797253469
1507,caucasian folk,0.214826511667
1508,chip hop,0.121194402917
1509,deep breakcore,0.401196166304
1510,deep deep tech house,0.737382857143
1511,deep string quartet,0.60074972
1512,necrogrind,0.595503123333
1513,central asian folk,0.280256446809
1514,drone psych,0.557692760286
1515,vintage swoon,0.0187105171429
1516,rock noise,0.3956844092
1517,smooth urban r&b,0.00184751860465
1518,deep latin jazz,0.412300037949
1519,vintage western,0.316870533125
