,genre,danceability
1048,fake,0.65996
1049,beatdown,0.36656
1050,deep acoustic pop,0.557448979592
1051,drone folk,0.372795918367
1052,canadian hip hop,0.742836734694
1053,louisville indie,0.43364
1054,dirty texas rap,0.748040816327
1055,neofolk,0.430102040816
1056,neo-rockabilly,0.5956
1057,judaica,0.50256
1058,deep flow,0.672947368421
1059,japanese psychedelic,0.413004
1060,ragtime,0.57587755102
1061,anarcho-punk,0.42232
1062,workout,0.74938
1063,austrian hip hop,0.614541666667
1064,guidance,0.56356
1065,traditional british folk,0.495265306122
1066,calypso,0.62558
1067,orquesta tipica,0.60568
1068,swiss hip hop,0.708833333333
1069,geek rock,0.676408163265
1070,deep adult standards,0.5372
1071,blaskapelle,0.600276595745
1072,classic french pop,0.66438
1073,nwothm,0.372530612245
1074,deep smooth jazz,0.66006
1075,deep dance pop,0.661530612245
1076,dark black metal,0.272687755102
1077,abstract,0.477591666667
1078,tone,0.175425
1079,neo-synthpop,0.60206
1080,minimal melodic techno,0.720234042553
1081,nerdcore,0.73908
1082,ukulele,0.66062
1083,kurdish folk,0.610632653061
1084,ukrainian rock,0.608816326531
1085,kayokyoku,0.490265306122
1086,new beat,0.626354166667
1087,lithumania,0.707208333333
1088,modern southern rock,0.51442
1089,euroska,0.559208333333
1090,k-rock,0.638734693878
1091,classic soundtrack,0.38532
1092,zouglou,0.719183673469
1093,australian indie,0.54818
1094,indie emo,0.600857142857
1095,lo star,0.54896
1096,atmospheric post-metal,0.34644
1097,broken beat,0.73438
1098,acousmatic,0.292294
1099,minimal wave,0.611102040816
1100,solipsynthm,0.615510204082
1101,swedish prog,0.407748
1102,alternative americana,0.537326530612
1103,darkstep,0.50506122449
1104,nl folk,0.60824
1105,marching band,0.476285714286
1106,lounge house,0.593404255319
1107,semba,0.646479166667
1108,underground power pop,0.49908
1109,psychedelic blues-rock,0.402104166667
1110,crack rock steady,0.43284
1111,vegan straight edge,0.594530612245
1112,motivation,0.568333333333
1113,schranz,0.742979591837
1114,traditional swing,0.640770833333
1115,chalga,0.739469387755
1116,musiikkia lapsille,0.660434782609
1117,footwork,0.63858
1118,breakcore,0.544285714286
1119,yoik,0.446333333333
1120,leeds indie,0.486530612245
1121,tribute,0.465163265306
1122,funky breaks,0.750551020408
1123,indian classical,0.4618125
1124,didgeridoo,0.514121276596
1125,classic dutch pop,0.634653061224
1126,slc indie,0.46882
1127,deep contemporary country,0.581510204082
1128,danish indie,0.565875
1129,belgian indie,0.591020833333
1130,jazz brass,0.495693877551
1131,deep brazilian pop,0.606106382979
1132,corrosion,0.55272
1133,black death,0.220324
1134,japanese jazztronica,0.6179
1135,electro trash,0.666020408163
1136,classic afrobeat,0.65776
1137,gothic americana,0.551285714286
1138,slavic metal,0.398566
1139,dark hardcore,0.44102173913
1140,scratch,0.719551020408
1141,traditional scottish folk,0.422948979592
1142,hebrew pop,0.67394
1143,garage punk blues,0.58514
1144,hindustani classical,0.411666666667
1145,indie singer-songwriter,0.49488
1146,deep german punk,0.479391304348
1147,deep disco,0.73044
1148,electronicore,0.416795918367
1149,zydeco,0.65356
1150,usbm,0.18868
1151,string folk,0.337489795918
1152,beach music,0.653739130435
1153,luk thung,0.600979591837
1154,michigan indie,0.54382
1155,south african jazz,0.6058
1156,islamic recitation,0.424387755102
1157,spanish invasion,0.569541666667
1158,russian alternative,0.543020833333
1159,deep orchestral,0.302240425532
1160,mallet,0.600541666667
1161,dark ambient,0.157265306122
1162,ragga jungle,0.663541666667
1163,progressive alternative,0.48728
1164,fast melodic punk,0.41002173913
1165,martial industrial,0.391152631579
1166,deep discofox,0.637959183673
1167,enka,0.477229166667
1168,kwaito,0.746265306122
1169,porro,0.6833
1170,power violence,0.280976
1171,finnish hardcore,0.424227272727
1172,neurostep,0.553666666667
1173,classic russian pop,0.696326530612
1174,vapor house,0.653387755102
1175,deep melodic hard rock,0.411367346939
1176,downtempo fusion,0.57356
1177,ostrock,0.550673913043
1178,spanish classical,0.382765957447
1179,monastic,0.231734693878
1180,string band,0.5768
1181,ambient psychill,0.603959183673
1182,faroese pop,0.529673469388
1183,musica per bambini,0.688520833333
1184,rebetiko,0.597229166667
1185,romanian rock,0.644446808511
1186,panpipe,0.427729166667
1187,afrikaans,0.6645625
1188,abstract idm,0.534224489796
1189,deep psychobilly,0.50956
1190,ugandan pop,0.75912
1191,bass trip,0.64762
1192,power electronics,0.7532
1193,french punk,0.456163265306
1194,library music,0.500142857143
1195,j-reggae,0.672347826087
1196,russian folk,0.39924
1197,musique pour enfants,0.688816326531
1198,hard house,0.6128125
1199,concert piano,0.321657142857
1200,trash rock,0.4439375
1201,wind ensemble,0.170428
1202,deep liquid bass,0.623021276596
1203,deep jazz guitar,0.449979591837
1204,norwegian jazz,0.421820512821
1205,neo metal,0.447040816327
1206,gospel reggae,0.66
1207,traditional soul,0.52364
1208,persian traditional,0.45002
1209,coupe decale,0.715816326531
1210,italian progressive rock,0.431489795918
1211,manele,0.769765957447
1212,magyar,0.556931818182
1213,melodic progressive metal,0.369152173913
1214,japanoise,0.369195918367
1215,bay area hip hop,0.70636
1216,german ccm,0.489782608696
1217,bossa nova jazz,0.6196875
1218,deep opera,0.236804444444
1219,greek indie,0.650530612245
1220,consort,0.262508163265
1221,chaotic black metal,0.220939583333
1222,classic schlager,0.579456521739
1223,rap metalcore,0.57186
1224,slam death metal,0.356208333333
1225,deep ambient,0.157006
1226,nz indie,0.520916666667
1227,polyphony,0.225504081633
1228,deep progressive trance,0.624208333333
1229,galego,0.508958333333
1230,indie fuzzpop,0.55206122449
1231,experimental psych,0.419614
1232,iskelma,0.455553191489
1233,italian folk,0.599
1234,tekno,0.639
1235,shanty,0.67712
1236,dark psytrance,0.601022222222
1237,breton folk,0.403613636364
1238,jig and reel,0.476612244898
1239,military band,0.702020833333
1240,technical brutal death metal,0.399489795918
1241,armenian folk,0.60744
1242,gamecore,0.50554
1243,tzadik,0.292129166667
1244,neo-pagan,0.52148
1245,go-go,0.63193877551
1246,deep folk metal,0.386104166667
1247,contemporary composition,0.30915
1248,deep canadian indie,0.523
1249,liturgical,0.19092244898
1250,speedcore,0.487630434783
1251,depressive black metal,0.324169387755
1252,accordion,0.521553191489
1253,skinhead reggae,0.751642857143
1254,bulgarian rock,0.673829787234
1255,harp,0.424130434783
1256,ambient fusion,0.623729166667
1257,funeral doom,0.322777272727
1258,pipe band,0.2923
1259,remix,0.586959183673
1260,screamocore,0.344081632653
1261,danish jazz,0.419428571429
1262,future ambient,0.542020833333
1263,deep soft rock,0.620489795918
1264,spoken word,0.6052
1265,klezmer,0.550833333333
1266,j-core,0.47885106383
1267,deep german indie,0.581142857143
1268,minimal dubstep,0.636875
1269,deep sunset lounge,0.565522727273
1270,bemani,0.414469387755
1271,indorock,0.528958333333
1272,flick hop,0.586145833333
1273,indie shoegaze,0.3581875
1274,vintage chanson,0.438744680851
1275,greek house,0.750255319149
1276,punta,0.685469387755
1277,doujin,0.5102
1278,corsican folk,0.523425531915
1279,nepali,0.383668
1280,screamo punk,0.320202
1281,ghettotech,0.719102040816
1282,west african jazz,0.6306875
1283,college marching band,0.565
1284,kuduro,0.7544
1285,neo-industrial rock,0.502
1286,greek hip hop,0.718541666667
1287,barbershop,0.492668
1288,jazz orchestra,0.511571428571
1289,benga,0.643163265306
1290,brass ensemble,0.388285416667
1291,stl indie,0.475265306122
1292,deep happy hardcore,0.5405625
1293,hard glam,0.455448979592
1294,blues-rock guitar,0.517234042553
1295,mantra,0.591391304348
1296,british dance band,0.531933333333
1297,guitar case,0.499571428571
1298,african percussion,0.767833333333
1299,dallas indie,0.546574468085
1300,geek folk,0.57522
1301,carnatic,0.490065217391
1302,deep darkpsy,0.553755555556
1303,triangle indie,0.36962
1304,cumbia funk,0.674541666667
1305,thrash-groove metal,0.480304347826
1306,outer hip hop,0.618586956522
1307,throat singing,0.414383333333
1308,swedish pop punk,0.347044444444
1309,sinhala,0.647319148936
1310,dark minimal techno,0.721777777778
1311,chinese traditional,0.38332
1312,deep deep house,0.790826086957
1313,italian punk,0.480386363636
1314,unblack metal,0.333365957447
1315,deep vocal jazz,0.592191489362
1316,cornetas y tambores,0.397239130435
1317,jug band,0.597666666667
1318,indie pop rock,0.528918367347
1319,power noise,0.56952173913
1320,capoeira,0.678489361702
1321,commons,0.567574468085
1322,post-disco soul,0.748541666667
1323,halloween,0.54075
1324,contemporary folk,0.486428571429
1325,finnish jazz,0.544659090909
1326,chinese indie rock,0.547723404255
1327,byzantine,0.208320408163
1328,zim,0.690456521739
1329,black sludge,0.271642857143
1330,vintage jazz,0.650285714286
1331,dubsteppe,0.733723404255
1332,deep psytrance,0.704571428571
1333,street punk,0.384565217391
1334,breaks,0.693744680851
1335,drama,0.621458333333
1336,abstractro,0.289391836735
1337,deep new wave,0.611291666667
1338,gospel blues,0.5750625
1339,light music,0.304114893617
1340,deep southern soul,0.608734693878
1341,deep indie rock,0.579265306122
1342,mexican traditional,0.683163265306
1343,gothic post-punk,0.536775510204
1344,cajun,0.5835
1345,northern irish indie,0.53385106383
1346,british brass band,0.29744893617
1347,deep indie singer-songwriter,0.587934782609
1348,noise punk,0.304289583333
1349,traditional funk,0.545893617021
1350,polish jazz,0.363574468085
1351,baroque ensemble,0.3761
1352,deep ragga,0.787369565217
1353,demoscene,0.505130434783
1354,japanese traditional,0.377694
1355,deep downtempo fusion,0.638583333333
1356,heavy gothic rock,0.459020833333
1357,bangla,0.601553191489
1358,covertrance,0.646886363636
1359,deep vocal house,0.692311111111
1360,deep freestyle,0.6654375
1361,classical organ,0.182685106383
1362,deep full on,0.578636363636
1363,makina,0.639787234043
1364,c64,0.565666666667
1365,spytrack,0.536367346939
1366,classical flute,0.392163265306
1367,musique concrete,0.252553191489
1368,grim death metal,0.275130434783
1369,polka,0.649897959184
1370,slash punk,0.48870625
1371,muziek voor kinderen,0.641423076923
1372,deep jazz fusion,0.511804347826
1373,classic eurovision,0.6274
1374,chamber choir,0.18283125
1375,skiffle,0.603404255319
1376,poetry,0.659770833333
1377,deep funk house,0.829510638298
1378,fallen angel,0.450645833333
1379,electroacoustic improvisation,0.294895348837
1380,steelpan,0.77656
1381,belorush,0.530063829787
1382,fussball,0.535367346939
1383,oratory,0.606127659574
1384,deep east coast hip hop,0.777469387755
1385,grisly death metal,0.307471428571
1386,traditional reggae,0.772627906977
1387,spanish indie rock,0.378916666667
1388,sunset lounge,0.66711627907
1389,early music ensemble,0.460326086957
1390,contemporary classical,0.2612
1391,lowercase,0.216284444444
1392,punk ska,0.49444
1393,deep progressive house,0.719733333333
1394,indian rock,0.558875
1395,clarinet,0.420736842105
1396,deep jazz piano,0.446468085106
1397,deep melodic death metal,0.346252
1398,hardcore breaks,0.62197826087
1399,skinhead oi,0.409304347826
1400,vintage swing,0.647282608696
1401,hatecore,0.3785
1402,glitch beats,0.4986
1403,villancicos,0.669555555556
1404,deep classic garage rock,0.484680851064
1405,deep indie pop,0.554340425532
1406,neo soul-jazz,0.634170212766
1407,deep pop emo,0.453755555556
1408,traditional rockabilly,0.575340425532
1409,deep nordic folk,0.291895744681
1410,klapa,0.577511111111
1411,deep swedish rock,0.424346938776
1412,crossover prog,0.409577777778
1413,football,0.519270833333
1414,organic ambient,0.409991489362
1415,soda pop,0.489897959184
1416,deep chill-out,0.563391304348
1417,deep hardcore,0.609630434783
1418,deep filthstep,0.569159090909
1419,wrock,0.548755102041
1420,norwegian punk,0.473708333333
1421,deep northern soul,0.54829787234
1422,experimental dubstep,0.648086956522
1423,deep free jazz,0.450684
1424,raw black metal,0.264054
1425,thai indie,0.598533333333
1426,classic psychedelic rock,0.488808510638
1427,gamelan,0.508020408163
1428,deep surf music,0.421510638298
1429,dubstep product,0.63870212766
1430,goa trance,0.548454545455
1431,deep italo disco,0.705222222222
1432,deep thrash metal,0.423625
1433,deep g funk,0.758630434783
1434,accordeon,0.542653061224
1435,charred death,0.360009090909
1436,ambient dub techno,0.664638297872
1437,slovenian rock,0.52714893617
1438,maghreb,0.594446808511
1439,re:techno,0.721611111111
1440,malagasy folk,0.613130434783
1441,hard stoner rock,0.400326086957
1442,dark progressive house,0.724666666667
1443,zeuhl,0.418866666667
1444,neo honky tonk,0.602244897959
1445,tanzlmusi,0.5969375
1446,deep dub techno,0.665760869565
1447,j-punk,0.440510204082
1448,noise,0.36066
1449,chill groove,0.656487804878
1450,tibetan,0.485644444444
1451,deep punk rock,0.378386363636
1452,deep power-pop punk,0.432354166667
1453,j-poppunk,0.467022727273
1454,italo beats,0.6933
1455,deep space rock,0.308234042553
1456,deep motown,0.553895833333
1457,kc indie,0.50054
1458,new jack smooth,0.659958333333
1459,deep nz indie,0.554765957447
1460,alternative metalcore,0.454413043478
1461,chinese opera,0.583377777778
1462,vintage rockabilly,0.58132
1463,deep eurodance,0.644265306122
1464,deep cello,0.301455102041
1465,chill-out trance,0.604666666667
1466,german street punk,0.440739130435
1467,terrorcore,0.593897435897
1468,doomcore,0.545326086957
1469,twin cities indie,0.566
1470,french folk,0.559653061224
1471,glitter trance,0.5965625
1472,nu electro,0.736422222222
1473,indie emo rock,0.405926829268
1474,deep classical piano,0.377583333333
1475,ceilidh,0.513833333333
1476,alternative hardcore,0.341209302326
1477,jangle rock,0.500166666667
1478,skweee,0.693260869565
1479,bulgarian folk,0.249877083333
1480,deep neo-synthpop,0.555760869565
1481,rhythm and boogie,0.5584375
1482,swedish jazz orkester,0.537897959184
1483,deep hardcore punk,0.40523255814
1484,chinese experimental,0.571782608696
1485,jazz composition,0.50287804878
1486,modern downshift,0.433979166667
1487,ethereal gothic,0.4515
1488,ghoststep,0.637527777778
1489,anime cv,0.54546
1490,modern free jazz,0.445543478261
1491,vintage schlager,0.620826086957
1492,song poem,0.557775510204
1493,neo-traditional country,0.587804347826
1494,deep orgcore,0.393733333333
1495,cryptic black metal,0.228935
1496,cinematic dubstep,0.653692307692
1497,vintage country folk,0.578306122449
1498,vintage gospel,0.463085106383
1499,gothic doom,0.350043478261
1500,deep symphonic black metal,0.3431
1501,vintage reggae,0.743285714286
1502,deep german jazz,0.479857142857
1503,twee indie pop,0.470769230769
1504,saxophone,0.333556097561
1505,dark electro-industrial,0.63016
1506,deep delta blues,0.557387755102
1507,caucasian folk,0.353539583333
1508,chip hop,0.511574468085
1509,deep breakcore,0.611717391304
1510,deep deep tech house,0.781914285714
1511,deep string quartet,0.33653
1512,necrogrind,0.349923333333
1513,central asian folk,0.405261702128
1514,drone psych,0.316808571429
1515,vintage swoon,0.524163265306
1516,rock noise,0.48626
1517,smooth urban r&b,0.57688372093
1518,deep latin jazz,0.560153846154
1519,vintage western,0.6045
