,genre,tempo
1069,geek rock,122.022265306
1070,deep adult standards,106.96762
1071,blaskapelle,127.384531915
1072,classic french pop,118.1404
1073,nwothm,127.917306122
1074,deep smooth jazz,112.88748
1075,deep dance pop,116.87255102
1076,dark black metal,125.698346939
1077,abstract,113.3015
1078,tone,94.3976041667
1079,neo-synthpop,127.13554
1080,minimal melodic techno,123.065212766
1081,nerdcore,115.58848
1082,ukulele,118.3287
1083,kurdish folk,122.07622449
1084,ukrainian rock,117.627244898
1085,kayokyoku,110.148673469
1086,new beat,127.68275
1087,lithumania,115.961625
1088,modern southern rock,122.34124
1089,euroska,132.7163125
1090,k-rock,122.152122449
1091,classic soundtrack,101.78284
1092,zouglou,123.942816327
1093,australian indie,127.14204
1094,indie emo,122.828816327
1095,lo star,125.2845
1096,atmospheric post-metal,118.21042
1097,broken beat,111.29654
1098,acousmatic,95.44214
1099,minimal wave,126.679571429
1100,solipsynthm,118.426428571
1101,swedish prog,117.95746
1102,alternative americana,126.941081633
1103,darkstep,151.701755102
1104,nl folk,127.27582
1105,marching band,115.892795918
1106,lounge house,123.135234043
1107,semba,120.721958333
1108,underground power pop,130.3165
1109,psychedelic blues-rock,128.065875
1110,crack rock steady,118.93602
1111,vegan straight edge,114.594734694
1112,motivation,94.58636
1113,schranz,125.722836735
1114,traditional swing,125.669291667
1115,chalga,124.649591837
1116,musiikkia lapsille,122.576478261
1117,footwork,127.08812
1118,breakcore,112.282428571
1119,yoik,114.898
1120,leeds indie,125.589571429
1121,tribute,122.85
1122,funky breaks,114.950510204
1123,indian classical,123.329916667
1124,didgeridoo,115.529744681
1125,classic dutch pop,129.364897959
1126,slc indie,132.7521
1127,deep contemporary country,125.769530612
1128,danish indie,117.442833333
1129,belgian indie,119.394833333
1130,jazz brass,107.827612245
1131,deep brazilian pop,108.855042553
1132,corrosion,128.33102
1133,black death,119.73822
1134,japanese jazztronica,131.00022
1135,electro trash,122.253469388
1136,classic afrobeat,108.4649
1137,gothic americana,127.307244898
1138,slavic metal,127.9765
1139,dark hardcore,169.188065217
1140,scratch,111.591714286
1141,traditional scottish folk,131.928918367
1142,hebrew pop,119.29532
1143,garage punk blues,122.88298
1144,hindustani classical,121.124541667
1145,indie singer-songwriter,118.50296
1146,deep german punk,125.738934783
1147,deep disco,120.68254
1148,electronicore,131.312795918
1149,zydeco,129.63808
1150,usbm,129.0113
1151,string folk,106.945061224
1152,beach music,122.656652174
1153,luk thung,121.973795918
1154,michigan indie,122.78286
1155,south african jazz,119.95162
1156,islamic recitation,114.435183673
1157,spanish invasion,123.414375
1158,russian alternative,132.788625
1159,deep orchestral,105.21012766
1160,mallet,127.455104167
1161,dark ambient,92.3784285714
1162,ragga jungle,143.435166667
1163,progressive alternative,117.52316
1164,fast melodic punk,144.100673913
1165,martial industrial,121.706131579
1166,deep discofox,134.164265306
1167,enka,109.291375
1168,kwaito,117.087795918
1169,porro,119.3453
1170,power violence,123.01804
1171,finnish hardcore,122.874704545
1172,neurostep,141.281479167
1173,classic russian pop,132.193897959
1174,vapor house,133.340061224
1175,deep melodic hard rock,134.519
1176,downtempo fusion,125.3462
1177,ostrock,121.878695652
1178,spanish classical,112.348744681
1179,monastic,99.5909387755
1180,string band,122.99436
1181,ambient psychill,127.262877551
1182,faroese pop,123.854346939
1183,musica per bambini,128.325666667
1184,rebetiko,115.9325
1185,romanian rock,120.058659574
1186,panpipe,110.7670625
1187,afrikaans,127.355041667
1188,abstract idm,121.324979592
1189,deep psychobilly,129.45058
1190,ugandan pop,117.71352
1191,bass trip,115.15726
1192,power electronics,115.73694
1193,french punk,135.578122449
1194,library music,120.413265306
1195,j-reggae,116.162108696
1196,russian folk,116.09222
1197,musique pour enfants,118.952918367
1198,hard house,135.787958333
1199,concert piano,91.3796122449
1200,trash rock,126.669208333
1201,wind ensemble,100.4216
1202,deep liquid bass,157.358446809
1203,deep jazz guitar,109.882510204
1204,norwegian jazz,108.705358974
1205,neo metal,122.637591837
1206,gospel reggae,113.956791667
1207,traditional soul,125.73324
1208,persian traditional,110.38034
1209,coupe decale,127.291204082
1210,italian progressive rock,126.963102041
1211,manele,140.163787234
1212,magyar,122.442113636
1213,melodic progressive metal,122.510456522
1214,japanoise,117.306326531
1215,bay area hip hop,115.01768
1216,german ccm,118.960326087
1217,bossa nova jazz,114.703166667
1218,deep opera,98.0779111111
1219,greek indie,119.780020408
1220,consort,104.754714286
1221,chaotic black metal,127.136604167
1222,classic schlager,125.232456522
1223,rap metalcore,133.258
1224,slam death metal,127.620041667
1225,deep ambient,93.7916
1226,nz indie,122.978604167
1227,polyphony,101.230836735
1228,deep progressive trance,128.5241875
1229,galego,126.261125
1230,indie fuzzpop,121.129387755
1231,experimental psych,120.59366
1232,iskelma,116.676574468
1233,italian folk,120.617130435
1234,tekno,140.146658537
1235,shanty,116.33994
1236,dark psytrance,144.5684
1237,breton folk,106.3715
1238,jig and reel,111.756653061
1239,military band,101.846770833
1240,technical brutal death metal,128.326428571
1241,armenian folk,119.6173
1242,gamecore,115.47206
1243,tzadik,110.7285
1244,neo-pagan,114.08416
1245,go-go,137.839632653
1246,deep folk metal,130.492604167
1247,contemporary composition,108.587083333
1248,deep canadian indie,137.33168
1249,liturgical,102.833836735
1250,speedcore,132.082630435
1251,depressive black metal,126.022693878
1252,accordion,126.918319149
1253,skinhead reggae,117.103095238
1254,bulgarian rock,117.030106383
1255,harp,99.3146956522
1256,ambient fusion,122.02325
1257,funeral doom,116.915340909
1258,pipe band,118.474428571
1259,remix,141.44144898
1260,screamocore,139.101204082
1261,danish jazz,120.417877551
1262,future ambient,116.721166667
1263,deep soft rock,108.947734694
1264,spoken word,99.92704
1265,klezmer,122.28102381
1266,j-core,146.370553191
1267,deep german indie,124.634357143
1268,minimal dubstep,137.4975
1269,deep sunset lounge,129.476477273
1270,bemani,110.457285714
1271,indorock,125.274854167
1272,flick hop,109.407
1273,indie shoegaze,122.295354167
1274,vintage chanson,102.749170213
1275,greek house,118.783893617
1276,punta,119.866938776
1277,doujin,127.77572
1278,corsican folk,117.304191489
1279,nepali,109.11426
1280,screamo punk,122.79632
1281,ghettotech,130.619489796
1282,west african jazz,122.268270833
1283,college marching band,128.34744898
1284,kuduro,133.015688889
1285,neo-industrial rock,138.060612245
1286,greek hip hop,109.191520833
1287,barbershop,111.7589
1288,jazz orchestra,127.514755102
1289,benga,126.669122449
1290,brass ensemble,114.883458333
1291,stl indie,123.032387755
1292,deep happy hardcore,168.613708333
1293,hard glam,138.062061224
1294,blues-rock guitar,122.637382979
1295,mantra,124.485565217
1296,british dance band,112.676288889
1297,guitar case,129.145306122
1298,african percussion,127.062916667
1299,dallas indie,126.982765957
1300,geek folk,118.6528
1301,carnatic,124.963978261
1302,deep darkpsy,154.393066667
1303,triangle indie,126.51198
1304,cumbia funk,109.837520833
1305,thrash-groove metal,128.980586957
1306,outer hip hop,105.584217391
1307,throat singing,121.228958333
1308,swedish pop punk,134.732577778
1309,sinhala,112.998234043
1310,dark minimal techno,126.313577778
1311,chinese traditional,106.7463
1312,deep deep house,122.386
1313,italian punk,128.132159091
1314,unblack metal,129.89993617
1315,deep vocal jazz,114.573042553
1316,cornetas y tambores,103.362913043
1317,jug band,119.548625
1318,indie pop rock,127.99955102
1319,power noise,134.144478261
1320,capoeira,102.631212766
1321,commons,121.259744681
1322,post-disco soul,113.584291667
1323,halloween,120.087479167
1324,contemporary folk,118.356020408
1325,finnish jazz,119.347318182
1326,chinese indie rock,128.919234043
1327,byzantine,94.332755102
1328,zim,122.001065217
1329,black sludge,122.814387755
1330,vintage jazz,132.568408163
1331,dubsteppe,127.398085106
1332,deep psytrance,129.616591837
1333,street punk,129.549173913
1334,breaks,134.20312766
1335,drama,103.872208333
1336,abstractro,111.809102041
1337,deep new wave,125.999479167
1338,gospel blues,129.369479167
1339,light music,103.620489362
1340,deep southern soul,111.90944898
1341,deep indie rock,118.728428571
1342,mexican traditional,127.246816327
1343,gothic post-punk,130.052877551
1344,cajun,133.75462
1345,northern irish indie,121.92787234
1346,british brass band,102.669595745
1347,deep indie singer-songwriter,116.844391304
1348,noise punk,132.892166667
1349,traditional funk,123.870574468
1350,polish jazz,100.663020833
1351,baroque ensemble,108.07792
1352,deep ragga,107.314956522
1353,demoscene,122.421673913
1354,japanese traditional,102.4971
1355,deep downtempo fusion,121.567708333
1356,heavy gothic rock,128.480395833
1357,bangla,120.949659574
1358,covertrance,125.460795455
1359,deep vocal house,127.070688889
1360,deep freestyle,120.501395833
1361,classical organ,95.8023191489
1362,deep full on,138.859818182
1363,makina,135.299468085
1364,c64,127.9805625
1365,spytrack,110.477612245
1366,classical flute,105.851653061
1367,musique concrete,97.4353617021
1368,grim death metal,115.165043478
1369,polka,126.33522449
1370,slash punk,124.7870625
1371,muziek voor kinderen,124.473807692
1372,deep jazz fusion,121.199826087
1373,classic eurovision,121.53548
1374,chamber choir,96.534875
1375,skiffle,115.614361702
1376,poetry,100.289041667
1377,deep funk house,122.262978723
1378,fallen angel,134.5899375
1379,electroacoustic improvisation,103.941976744
1380,steelpan,125.70704
1381,belorush,125.546382979
1382,fussball,137.15244898
1383,oratory,105.398617021
1384,deep east coast hip hop,110.897469388
1385,grisly death metal,129.142020408
1386,traditional reggae,127.932465116
1387,spanish indie rock,136.033520833
1388,sunset lounge,122.545023256
1389,early music ensemble,109.235869565
1390,contemporary classical,101.934367347
1391,lowercase,98.9875333333
1392,punk ska,116.36384
1393,deep progressive house,122.781822222
1394,indian rock,121.011354167
1395,clarinet,106.595842105
1396,deep jazz piano,105.527553191
1397,deep melodic death metal,132.77608
1398,hardcore breaks,140.600652174
1399,skinhead oi,126.820173913
1400,vintage swing,117.378673913
1401,hatecore,133.518886364
1402,glitch beats,122.160933333
1403,villancicos,115.110866667
1404,deep classic garage rock,118.992021277
1405,deep indie pop,123.408042553
1406,neo soul-jazz,112.540744681
1407,deep pop emo,144.125288889
1408,traditional rockabilly,122.844382979
1409,deep nordic folk,100.090291667
1410,klapa,114.600311111
1411,deep swedish rock,135.282959184
1412,crossover prog,129.508066667
1413,football,118.847770833
1414,organic ambient,120.948787234
1415,soda pop,114.678653061
1416,deep chill-out,121.799695652
1417,deep hardcore,147.055021739
1418,deep filthstep,135.130181818
1419,wrock,124.37244898
1420,norwegian punk,122.905875
1421,deep northern soul,121.460659574
1422,experimental dubstep,127.576782609
1423,deep free jazz,115.15384
1424,raw black metal,129.60958
1425,thai indie,129.190911111
1426,classic psychedelic rock,124.444446809
1427,gamelan,109.79055102
1428,deep surf music,139.162787234
1429,dubstep product,131.977340426
1430,goa trance,138.070363636
1431,deep italo disco,122.534844444
1432,deep thrash metal,120.317041667
1433,deep g funk,110.51123913
1434,accordeon,124.904306122
1435,charred death,114.295818182
1436,ambient dub techno,124.358255319
1437,slovenian rock,133.884085106
1438,maghreb,122.253914894
1439,re:techno,128.169111111
1440,malagasy folk,121.337434783
1441,hard stoner rock,114.207978261
1442,dark progressive house,124.550088889
1443,zeuhl,121.802533333
1444,neo honky tonk,122.68577551
1445,tanzlmusi,112.026166667
1446,deep dub techno,119.960434783
1447,j-punk,136.108326531
1448,noise,125.396622222
1449,chill groove,113.02202439
1450,tibetan,116.097488889
1451,deep punk rock,143.800931818
1452,deep power-pop punk,130.52525
1453,j-poppunk,132.153795455
1454,italo beats,137.56975
1455,deep space rock,121.24493617
1456,deep motown,112.932166667
1457,kc indie,129.4842
1458,new jack smooth,117.567645833
1459,deep nz indie,129.197170213
1460,alternative metalcore,122.16273913
1461,chinese opera,115.245977778
1462,vintage rockabilly,117.69722
1463,deep eurodance,127.874857143
1464,deep cello,105.887591837
1465,chill-out trance,127.751791667
1466,german street punk,132.689782609
1467,terrorcore,150.147358974
1468,doomcore,137.266152174
1469,twin cities indie,121.41075
1470,french folk,119.374918367
1471,glitter trance,128.622541667
1472,nu electro,128.827933333
1473,indie emo rock,121.967268293
1474,deep classical piano,109.447645833
1475,ceilidh,125.19925
1476,alternative hardcore,114.657976744
1477,jangle rock,117.566104167
1478,skweee,132.787565217
1479,bulgarian folk,104.1556875
1480,deep neo-synthpop,128.485826087
1481,rhythm and boogie,122.674145833
1482,swedish jazz orkester,118.942632653
1483,deep hardcore punk,125.321837209
1484,chinese experimental,122.338
1485,jazz composition,114.62695122
1486,modern downshift,134.149541667
1487,ethereal gothic,126.711847826
1488,ghoststep,135.664972222
1489,anime cv,141.43242
1490,modern free jazz,103.490347826
1491,vintage schlager,122.291130435
1492,song poem,123.502387755
1493,neo-traditional country,117.795456522
1494,deep orgcore,125.494288889
1495,cryptic black metal,136.632475
1496,cinematic dubstep,128.207666667
1497,vintage country folk,119.538755102
1498,vintage gospel,106.185978723
1499,gothic doom,125.480586957
1500,deep symphonic black metal,134.129530612
1501,vintage reggae,110.111714286
1502,deep german jazz,118.423163265
1503,twee indie pop,117.765307692
1504,saxophone,101.392146341
1505,dark electro-industrial,128.07312
1506,deep delta blues,117.143530612
1507,caucasian folk,110.672958333
1508,chip hop,128.481083333
1509,deep breakcore,129.331369565
1510,deep deep tech house,128.057657143
1511,deep string quartet,105.18572
1512,necrogrind,122.6754
1513,central asian folk,114.428276596
1514,drone psych,107.530685714
1515,vintage swoon,113.667877551
1516,rock noise,123.03442
1517,smooth urban r&b,113.985162791
1518,deep latin jazz,119.943512821
1519,vintage western,116.54325
