,genre,acousticness
1003,metal guitar,0.0911037164
1004,thrash core,0.0278624446
1005,outsider,0.591217510204
1006,full on,0.00496678333333
1007,composition d,0.937208333333
1008,deep liquid,0.0182859244898
1009,kompa,0.29282
1010,new age piano,0.96852
1011,heavy alternative,0.0207390489796
1012,jumpstyle,0.0333302
1013,electropunk,0.14837779
1014,classic czech pop,0.308163525581
1015,stomp and whittle,0.34015072
1016,slovak hip hop,0.192093111111
1017,beats,0.059622874898
1018,brutal deathcore,0.0132636346
1019,finnish indie,0.347628522917
1020,makossa,0.316130612245
1021,qawwali,0.422086
1022,kwaito house,0.160283959184
1023,witch house,0.182176569388
1024,j-ambient,0.892628571429
1025,atmospheric post rock,0.273930538
1026,zillertal,0.442945652174
1027,gothic alternative,0.0413739142
1028,funk carioca,0.293593958333
1029,latvian pop,0.225454914894
1030,crust punk,0.0315774088
1031,oshare kei,0.0830147708333
1032,blackgaze,0.10938313449
1033,psych gaze,0.0259241018367
1034,grunge pop,0.0242902689796
1035,orquesta tropical,0.336659183673
1036,ghazal,0.72448
1037,classic venezuelan pop,0.525912244898
1038,rva indie,0.21564591
1039,irish indie,0.39601
1040,denver indie,0.1964901992
1041,world chill,0.381586379592
1042,deep gothic post-punk,0.09624124
1043,ethiopian pop,0.377279591837
1044,deep rai,0.260499347826
1045,electro dub,0.0804188217391
1046,traditional ska,0.18625076
1047,hungarian hip hop,0.264864
1048,fake,0.116887762
1049,beatdown,0.010651361
1050,deep acoustic pop,0.424555691837
1051,drone folk,0.720826530612
1052,canadian hip hop,0.173033163265
1053,louisville indie,0.1971795452
1054,dirty texas rap,0.126202653061
1055,neofolk,0.284611275918
1056,neo-rockabilly,0.3787748
1057,judaica,0.34398496
1058,deep flow,0.0848741842105
1059,japanese psychedelic,0.1969297808
1060,ragtime,0.920632653061
1061,anarcho-punk,0.1030821834
1062,workout,0.0742696
1063,austrian hip hop,0.186881916667
1064,guidance,0.7133278
1065,traditional british folk,0.780755102041
1066,calypso,0.7827
1067,orquesta tipica,0.9088
1068,swiss hip hop,0.155056416667
1069,geek rock,0.216255730612
1070,deep adult standards,0.78854
1071,blaskapelle,0.799419148936
1072,classic french pop,0.29127151
1073,nwothm,0.0180574144898
1074,deep smooth jazz,0.246517518
1075,deep dance pop,0.120752265306
1076,dark black metal,0.0235037769388
1077,abstract,0.41247793125
1078,tone,0.851494541667
1079,neo-synthpop,0.07583698
1080,minimal melodic techno,0.108671361702
1081,nerdcore,0.14249682
1082,ukulele,0.798916
1083,kurdish folk,0.400859795918
1084,ukrainian rock,0.245680204082
1085,kayokyoku,0.593255102041
1086,new beat,0.00819789
1087,lithumania,0.250192291667
1088,modern southern rock,0.1192034
1089,euroska,0.0756561083333
1090,k-rock,0.460593612245
1091,classic soundtrack,0.57941
1092,zouglou,0.213046530612
1093,australian indie,0.187934121
1094,indie emo,0.0883522326531
1095,lo star,0.2296094
1096,atmospheric post-metal,0.0312114822
1097,broken beat,0.13933322
1098,acousmatic,0.91096
1099,minimal wave,0.142961700612
1100,solipsynthm,0.089845
1101,swedish prog,0.25273512
1102,alternative americana,0.44125755102
1103,darkstep,0.0089066977551
1104,nl folk,0.42417264
1105,marching band,0.744416326531
1106,lounge house,0.405884893617
1107,semba,0.386174583333
1108,underground power pop,0.152642924
1109,psychedelic blues-rock,0.144917595833
1110,crack rock steady,0.06446789
1111,vegan straight edge,0.181542312245
1112,motivation,0.804828
1113,schranz,0.0114862842857
1114,traditional swing,0.268128104167
1115,chalga,0.149913346939
1116,musiikkia lapsille,0.492586086957
1117,footwork,0.068827238
1118,breakcore,0.258548547755
1119,yoik,0.465374916667
1120,leeds indie,0.16411014449
1121,tribute,0.283384653061
1122,funky breaks,0.0494003959184
1123,indian classical,0.796666666667
1124,didgeridoo,0.341387805106
1125,classic dutch pop,0.232738428571
1126,slc indie,0.1145380774
1127,deep contemporary country,0.297890755102
1128,danish indie,0.33306244375
1129,belgian indie,0.301524375
1130,jazz brass,0.727040816327
1131,deep brazilian pop,0.664835319149
1132,corrosion,0.035486658
1133,black death,0.0069596764
1134,japanese jazztronica,0.119175822
1135,electro trash,0.0134685469388
1136,classic afrobeat,0.2488056
1137,gothic americana,0.41339755102
1138,slavic metal,0.0497456968
1139,dark hardcore,0.0982402826087
1140,scratch,0.262576897959
1141,traditional scottish folk,0.466245282245
1142,hebrew pop,0.12924976
1143,garage punk blues,0.39686457
1144,hindustani classical,0.821270833333
1145,indie singer-songwriter,0.6377586
1146,deep german punk,0.0526036545652
1147,deep disco,0.10112049
1148,electronicore,0.0034158822449
1149,zydeco,0.223072
1150,usbm,0.1039962476
1151,string folk,0.864836734694
1152,beach music,0.4106
1153,luk thung,0.535426530612
1154,michigan indie,0.36188854
1155,south african jazz,0.39223
1156,islamic recitation,0.892387755102
1157,spanish invasion,0.376411875
1158,russian alternative,0.0575106722917
1159,deep orchestral,0.969531914894
1160,mallet,0.512300604167
1161,dark ambient,0.83987755102
1162,ragga jungle,0.101763645833
1163,progressive alternative,0.01946951
1164,fast melodic punk,0.00325463891304
1165,martial industrial,0.362509398947
1166,deep discofox,0.0987403061224
1167,enka,0.638895833333
1168,kwaito,0.131160653061
1169,porro,0.351514
1170,power violence,0.0038211688
1171,finnish hardcore,0.0277574713636
1172,neurostep,0.02000020625
1173,classic russian pop,0.0923363061224
1174,vapor house,0.103569673469
1175,deep melodic hard rock,0.0120073
1176,downtempo fusion,0.253646108
1177,ostrock,0.267470545652
1178,spanish classical,0.884510638298
1179,monastic,0.95906122449
1180,string band,0.5818748
1181,ambient psychill,0.127553857143
1182,faroese pop,0.455440408163
1183,musica per bambini,0.5783984375
1184,rebetiko,0.5721875
1185,romanian rock,0.259426394043
1186,panpipe,0.5118325
1187,afrikaans,0.17163825
1188,abstract idm,0.52199427551
1189,deep psychobilly,0.10989987
1190,ugandan pop,0.275126
1191,bass trip,0.23092574
1192,power electronics,0.188486
1193,french punk,0.0864400938776
1194,library music,0.476924489796
1195,j-reggae,0.15263526087
1196,russian folk,0.87136
1197,musique pour enfants,0.764369387755
1198,hard house,0.0323306458333
1199,concert piano,0.981673469388
1200,trash rock,0.270987520833
1201,wind ensemble,0.96626
1202,deep liquid bass,0.0446276744681
1203,deep jazz guitar,0.893163265306
1204,norwegian jazz,0.821846153846
1205,neo metal,0.00513964040816
1206,gospel reggae,0.208802708333
1207,traditional soul,0.3053048
1208,persian traditional,0.90232
1209,coupe decale,0.233416326531
1210,italian progressive rock,0.285977120408
1211,manele,0.138502553191
1212,magyar,0.452630681818
1213,melodic progressive metal,0.016263426087
1214,japanoise,0.25199701551
1215,bay area hip hop,0.11674702
1216,german ccm,0.333834065217
1217,bossa nova jazz,0.548556395833
1218,deep opera,0.953888888889
1219,greek indie,0.265481673469
1220,consort,0.942081632653
1221,chaotic black metal,0.0471020779167
1222,classic schlager,0.749863043478
1223,rap metalcore,0.100143578
1224,slam death metal,0.00222300375
1225,deep ambient,0.853158
1226,nz indie,0.18202891875
1227,polyphony,0.941959183673
1228,deep progressive trance,0.0302811285417
1229,galego,0.254856145833
1230,indie fuzzpop,0.30850904898
1231,experimental psych,0.44837983
1232,iskelma,0.776
1233,italian folk,0.494497173913
1234,tekno,0.0259293956098
1235,shanty,0.765766
1236,dark psytrance,0.0134678444444
1237,breton folk,0.679663545455
1238,jig and reel,0.799795918367
1239,military band,0.9595
1240,technical brutal death metal,0.00116072122449
1241,armenian folk,0.278801518
1242,gamecore,0.200830494
1243,tzadik,0.739258333333
1244,neo-pagan,0.5497749
1245,go-go,0.110931510204
1246,deep folk metal,0.02320074875
1247,contemporary composition,0.895125
1248,deep canadian indie,0.217432806
1249,liturgical,0.98412244898
1250,speedcore,0.0171605413043
1251,depressive black metal,0.333725425306
1252,accordion,0.667815425532
1253,skinhead reggae,0.336976904762
1254,bulgarian rock,0.176802702128
1255,harp,0.823630434783
1256,ambient fusion,0.144468833333
1257,funeral doom,0.0121617088636
1258,pipe band,0.211493630816
1259,remix,0.0164323265306
1260,screamocore,0.000520682857143
1261,danish jazz,0.814346938776
1262,future ambient,0.26913
1263,deep soft rock,0.350009326531
1264,spoken word,0.56191626
1265,klezmer,0.629223809524
1266,j-core,0.0521349276596
1267,deep german indie,0.289531166667
1268,minimal dubstep,0.0616758291667
1269,deep sunset lounge,0.568353863636
1270,bemani,0.733387755102
1271,indorock,0.401571535417
1272,flick hop,0.116775208333
1273,indie shoegaze,0.071645724375
1274,vintage chanson,0.928425531915
1275,greek house,0.0595636808511
1276,punta,0.176788979592
1277,doujin,0.150427266
1278,corsican folk,0.633546808511
1279,nepali,0.685232
1280,screamo punk,0.0360358272
1281,ghettotech,0.0232177367347
1282,west african jazz,0.563685979167
1283,college marching band,0.705142857143
1284,kuduro,0.0822361644444
1285,neo-industrial rock,0.0534143010204
1286,greek hip hop,0.13667625
1287,barbershop,0.7958
1288,jazz orchestra,0.358025102041
1289,benga,0.300044693878
1290,brass ensemble,0.925014583333
1291,stl indie,0.316062428571
1292,deep happy hardcore,0.018285575
1293,hard glam,0.0240280157143
1294,blues-rock guitar,0.355608382979
1295,mantra,0.752565217391
1296,british dance band,0.954911111111
1297,guitar case,0.291979591837
1298,african percussion,0.2166
1299,dallas indie,0.184648234043
1300,geek folk,0.5603834
1301,carnatic,0.80452173913
1302,deep darkpsy,0.00516670533333
1303,triangle indie,0.1126040342
1304,cumbia funk,0.353245833333
1305,thrash-groove metal,0.0429311804348
1306,outer hip hop,0.131774006522
1307,throat singing,0.611269458333
1308,swedish pop punk,0.0173735866667
1309,sinhala,0.35281787234
1310,dark minimal techno,0.0415132035556
1311,chinese traditional,0.84688
1312,deep deep house,0.0159108173913
1313,italian punk,0.115384029545
1314,unblack metal,0.00521953893617
1315,deep vocal jazz,0.796574468085
1316,cornetas y tambores,0.870260869565
1317,jug band,0.815427083333
1318,indie pop rock,0.111262385918
1319,power noise,0.0747323369565
1320,capoeira,0.690655319149
1321,commons,0.373894
1322,post-disco soul,0.170699791667
1323,halloween,0.378425416667
1324,contemporary folk,0.795306122449
1325,finnish jazz,0.513148863636
1326,chinese indie rock,0.241058959574
1327,byzantine,0.984591836735
1328,zim,0.477827391304
1329,black sludge,0.00897491061224
1330,vintage jazz,0.958163265306
1331,dubsteppe,0.0584893617021
1332,deep psytrance,0.0730721897959
1333,street punk,0.00744967978261
1334,breaks,0.0172308829787
1335,drama,0.731479166667
1336,abstractro,0.472340852449
1337,deep new wave,0.113809916667
1338,gospel blues,0.895895833333
1339,light music,0.904170212766
1340,deep southern soul,0.450364693878
1341,deep indie rock,0.193510591837
1342,mexican traditional,0.618489795918
1343,gothic post-punk,0.103611950408
1344,cajun,0.3000076
1345,northern irish indie,0.246004922553
1346,british brass band,0.938340425532
1347,deep indie singer-songwriter,0.411814934783
1348,noise punk,0.0355462147917
1349,traditional funk,0.165756442553
1350,polish jazz,0.78125375
1351,baroque ensemble,0.92932
1352,deep ragga,0.129370934783
1353,demoscene,0.277308460435
1354,japanese traditional,0.9601
1355,deep downtempo fusion,0.25002425
1356,heavy gothic rock,0.0379589664583
1357,bangla,0.442162276596
1358,covertrance,0.0443755
1359,deep vocal house,0.0489846
1360,deep freestyle,0.0550130625
1361,classical organ,0.748640425532
1362,deep full on,0.030456725
1363,makina,0.0274920276596
1364,c64,0.331495679167
1365,spytrack,0.387353040816
1366,classical flute,0.922489795918
1367,musique concrete,0.862282746809
1368,grim death metal,0.0181370271739
1369,polka,0.54542244898
1370,slash punk,0.121788629167
1371,muziek voor kinderen,0.318502334615
1372,deep jazz fusion,0.11946903913
1373,classic eurovision,0.40722566
1374,chamber choir,0.966208333333
1375,skiffle,0.598810638298
1376,poetry,0.7610625
1377,deep funk house,0.0321155744681
1378,fallen angel,0.0167789708333
1379,electroacoustic improvisation,0.757888372093
1380,steelpan,0.6001326
1381,belorush,0.105467082979
1382,fussball,0.119909036735
1383,oratory,0.926489361702
1384,deep east coast hip hop,0.094406
1385,grisly death metal,0.00641789
1386,traditional reggae,0.106170162791
1387,spanish indie rock,0.0646219958333
1388,sunset lounge,0.22290892093
1389,early music ensemble,0.902217391304
1390,contemporary classical,0.889714285714
1391,lowercase,0.793940924444
1392,punk ska,0.103603684
1393,deep progressive house,0.0320981111111
1394,indian rock,0.181479729167
1395,clarinet,0.878421052632
1396,deep jazz piano,0.818893617021
1397,deep melodic death metal,0.0003154228
1398,hardcore breaks,0.200408815217
1399,skinhead oi,0.00890392826087
1400,vintage swing,0.93052173913
1401,hatecore,0.0449232447727
1402,glitch beats,0.393111977778
1403,villancicos,0.488486666667
1404,deep classic garage rock,0.460362587234
1405,deep indie pop,0.199652042553
1406,neo soul-jazz,0.303773404255
1407,deep pop emo,0.04487498
1408,traditional rockabilly,0.622617021277
1409,deep nordic folk,0.861916666667
1410,klapa,0.421791111111
1411,deep swedish rock,0.047254034898
1412,crossover prog,0.231037186222
1413,football,0.48548673125
1414,organic ambient,0.496911680851
1415,soda pop,0.592793877551
1416,deep chill-out,0.24709
1417,deep hardcore,0.0768457947826
1418,deep filthstep,0.0204112613636
1419,wrock,0.197277755102
1420,norwegian punk,0.116462214167
1421,deep northern soul,0.389085319149
1422,experimental dubstep,0.04280445
1423,deep free jazz,0.640304
1424,raw black metal,0.1215881746
1425,thai indie,0.301818601778
1426,classic psychedelic rock,0.252507234043
1427,gamelan,0.805534693878
1428,deep surf music,0.151184906383
1429,dubstep product,0.0263413255319
1430,goa trance,0.0639271659091
1431,deep italo disco,0.092093
1432,deep thrash metal,0.00214315791667
1433,deep g funk,0.0982043478261
1434,accordeon,0.710551773469
1435,charred death,0.00837527590909
1436,ambient dub techno,0.383153723404
1437,slovenian rock,0.142576308511
1438,maghreb,0.240662914894
1439,re:techno,0.00279999833333
1440,malagasy folk,0.426278478261
1441,hard stoner rock,0.0230460880435
1442,dark progressive house,0.0313948142222
1443,zeuhl,0.178255233111
1444,neo honky tonk,0.347457326531
1445,tanzlmusi,0.898020833333
1446,deep dub techno,0.238617847826
1447,j-punk,0.0427863142857
1448,noise,0.150166228222
1449,chill groove,0.267121226829
1450,tibetan,0.548889333333
1451,deep punk rock,0.0684925590909
1452,deep power-pop punk,0.0194165902083
1453,j-poppunk,0.00521546818182
1454,italo beats,0.01194461
1455,deep space rock,0.123498268085
1456,deep motown,0.5161398125
1457,kc indie,0.246878862
1458,new jack smooth,0.190631041667
1459,deep nz indie,0.214470025319
1460,alternative metalcore,0.0163778593478
1461,chinese opera,0.410344444444
1462,vintage rockabilly,0.68084
1463,deep eurodance,0.0732693938776
1464,deep cello,0.941734693878
1465,chill-out trance,0.178703020833
1466,german street punk,0.0618452217391
1467,terrorcore,0.0511795128205
1468,doomcore,0.0604695891304
1469,twin cities indie,0.360981875
1470,french folk,0.837857142857
1471,glitter trance,0.0301013729167
1472,nu electro,0.021161916
1473,indie emo rock,0.271359385366
1474,deep classical piano,0.985229166667
1475,ceilidh,0.436993541667
1476,alternative hardcore,0.0171315795349
1477,jangle rock,0.212317897917
1478,skweee,0.10769201087
1479,bulgarian folk,0.8776875
1480,deep neo-synthpop,0.0578872054348
1481,rhythm and boogie,0.6803125
1482,swedish jazz orkester,0.894612244898
1483,deep hardcore punk,0.0492667162791
1484,chinese experimental,0.151473091304
1485,jazz composition,0.637687804878
1486,modern downshift,0.01813849375
1487,ethereal gothic,0.16144295
1488,ghoststep,0.0580472119444
1489,anime cv,0.0419910248
1490,modern free jazz,0.537471956522
1491,vintage schlager,0.940739130435
1492,song poem,0.715728571429
1493,neo-traditional country,0.290621
1494,deep orgcore,0.0928640253333
1495,cryptic black metal,0.035347922
1496,cinematic dubstep,0.0902791666667
1497,vintage country folk,0.953367346939
1498,vintage gospel,0.925276595745
1499,gothic doom,0.0637617182609
1500,deep symphonic black metal,0.0209486869388
1501,vintage reggae,0.328979183673
1502,deep german jazz,0.684265306122
1503,twee indie pop,0.1191265
1504,saxophone,0.969731707317
1505,dark electro-industrial,0.044348888
1506,deep delta blues,0.942224489796
1507,caucasian folk,0.681063947917
1508,chip hop,0.0774442104167
1509,deep breakcore,0.103637591304
1510,deep deep tech house,0.0267463942857
1511,deep string quartet,0.95056
1512,necrogrind,0.0300363313333
1513,central asian folk,0.836978723404
1514,drone psych,0.735407428571
1515,vintage swoon,0.613841836735
1516,rock noise,0.163318956
1517,smooth urban r&b,0.324551790698
1518,deep latin jazz,0.539294871795
1519,vintage western,0.856
